GlobalSpecies0001 34584
GlobalSpecies0002 22406
GlobalSpecies0003 888
GlobalSpecies0004 6535
GlobalSpecies0005 8536
GlobalSpecies0006 3719
GlobalSpecies0007 4502
GlobalSpecies0008 83730
GlobalSpecies0009 3623
GlobalSpecies0010 13599
GlobalSpecies0011 627
GlobalSpecies0012 1566
GlobalSpecies0013 11761
GlobalSpecies0014 6760
GlobalSpecies0015 39866
GlobalSpecies0016 13266
GlobalSpecies0017 41937
GlobalSpecies0018 5243
GlobalSpecies0019 12273
GlobalSpecies0020 2956
GlobalSpecies0021 34028
GlobalSpecies0022 28392
GlobalSpecies0023 256
GlobalSpecies0024 3579
GlobalSpecies0025 3635
GlobalSpecies0026 22918
GlobalSpecies0027 23618
GlobalSpecies0028 19101
GlobalSpecies0029 25923
GlobalSpecies0030 35276
GlobalSpecies0031 12451
GlobalSpecies0032 15969
GlobalSpecies0033 2228
GlobalSpecies0034 2584
GlobalSpecies0035 25216
GlobalSpecies0036 59676
GlobalSpecies0037 31337
GlobalSpecies0038 54650
GlobalSpecies0039 24745
GlobalSpecies0040 34002
GlobalSpecies0041 16737
GlobalSpecies0042 3924
GlobalSpecies0043 7813
GlobalSpecies0044 392
GlobalSpecies0045 34930
GlobalSpecies0046 4625
GlobalSpecies0047 36437
GlobalSpecies0048 29786
GlobalSpecies0049 15078
GlobalSpecies0050 2837
GlobalSpecies0051 662
GlobalSpecies0052 1935
GlobalSpecies0053 10708
GlobalSpecies0054 19069
GlobalSpecies0055 18702
GlobalSpecies0056 1235
GlobalSpecies0057 3288
GlobalSpecies0058 4199
GlobalSpecies0059 7359
GlobalSpecies0060 1262
GlobalSpecies0061 4254
GlobalSpecies0062 25318
GlobalSpecies0063 8867
GlobalSpecies0064 16232
GlobalSpecies0065 19196
GlobalSpecies0066 40355
GlobalSpecies0067 5686
GlobalSpecies0068 80625
GlobalSpecies0069 8795
GlobalSpecies0070 41017
GlobalSpecies0071 8206
GlobalSpecies0072 23724
GlobalSpecies0073 20109
GlobalSpecies0074 23980
GlobalSpecies0075 12955
GlobalSpecies0076 68366
GlobalSpecies0077 35045
GlobalSpecies0078 22938
GlobalSpecies0079 7095
GlobalSpecies0080 5238
GlobalSpecies0081 5534
GlobalSpecies0082 15986
GlobalSpecies0083 12815
GlobalSpecies0084 17129
GlobalSpecies0085 6896
GlobalSpecies0086 14085
GlobalSpecies0087 48146
GlobalSpecies0088 5522
GlobalSpecies0089 813
GlobalSpecies0090 3514
GlobalSpecies0091 1552
GlobalSpecies0092 30047
GlobalSpecies0093 30731
GlobalSpecies0094 43662
GlobalSpecies0095 1595
GlobalSpecies0096 15011
GlobalSpecies0097 3212
GlobalSpecies0098 27237
GlobalSpecies0099 14702
GlobalSpecies0100 20839
GlobalSpecies0101 52286
GlobalSpecies0102 17326
GlobalSpecies0103 20095
GlobalSpecies0104 6215
GlobalSpecies0105 6102
GlobalSpecies0106 1854
GlobalSpecies0107 38261
GlobalSpecies0108 12253
GlobalSpecies0109 7273
GlobalSpecies0110 5947
GlobalSpecies0111 22211
GlobalSpecies0112 17118
GlobalSpecies0113 48616
GlobalSpecies0114 14973
GlobalSpecies0115 50835
GlobalSpecies0116 3092
GlobalSpecies0117 19407
GlobalSpecies0118 12046
GlobalSpecies0119 17824
GlobalSpecies0120 3600
GlobalSpecies0121 24002
GlobalSpecies0122 6666
GlobalSpecies0123 5804
GlobalSpecies0124 9135
GlobalSpecies0125 50364
GlobalSpecies0126 21396
GlobalSpecies0127 17104
GlobalSpecies0128 18660
GlobalSpecies0129 19819
GlobalSpecies0130 11823
GlobalSpecies0131 26918
GlobalSpecies0132 2589
GlobalSpecies0133 18805
GlobalSpecies0134 1328
GlobalSpecies0135 13617
GlobalSpecies0136 7761
GlobalSpecies0137 5836
GlobalSpecies0138 12528
GlobalSpecies0139 22670
GlobalSpecies0140 52905
GlobalSpecies0141 8366
GlobalSpecies0142 13180
GlobalSpecies0143 20985
GlobalSpecies0144 10583
GlobalSpecies0145 11190
GlobalSpecies0146 7746
GlobalSpecies0147 13995
GlobalSpecies0148 18081
GlobalSpecies0149 6779
GlobalSpecies0150 16653
GlobalSpecies0151 9828
GlobalSpecies0152 5776
GlobalSpecies0153 37401
GlobalSpecies0154 28945
GlobalSpecies0155 1033
GlobalSpecies0156 10515
GlobalSpecies0157 30657
GlobalSpecies0158 57762
GlobalSpecies0159 38649
GlobalSpecies0160 9970
GlobalSpecies0161 27032
GlobalSpecies0162 759
GlobalSpecies0163 14438
GlobalSpecies0164 38763
GlobalSpecies0165 3717
GlobalSpecies0166 15265
GlobalSpecies0167 12684
GlobalSpecies0168 3813
GlobalSpecies0169 4236
GlobalSpecies0170 28930
GlobalSpecies0171 48146
GlobalSpecies0172 14342
GlobalSpecies0173 34369
