GlobalSpecies0001 34594
GlobalSpecies0002 22766
GlobalSpecies0003 867
GlobalSpecies0004 6415
GlobalSpecies0005 8502
GlobalSpecies0006 3940
GlobalSpecies0007 4537
GlobalSpecies0008 83605
GlobalSpecies0009 3584
GlobalSpecies0010 13679
GlobalSpecies0011 669
GlobalSpecies0012 1548
GlobalSpecies0013 11795
GlobalSpecies0014 6726
GlobalSpecies0015 39860
GlobalSpecies0016 13091
GlobalSpecies0017 41537
GlobalSpecies0018 5247
GlobalSpecies0019 12256
GlobalSpecies0020 3047
GlobalSpecies0021 34013
GlobalSpecies0022 28585
GlobalSpecies0023 267
GlobalSpecies0024 3551
GlobalSpecies0025 3598
GlobalSpecies0026 22878
GlobalSpecies0027 23394
GlobalSpecies0028 19097
GlobalSpecies0029 25722
GlobalSpecies0030 35324
GlobalSpecies0031 12241
GlobalSpecies0032 16072
GlobalSpecies0033 2234
GlobalSpecies0034 2501
GlobalSpecies0035 24938
GlobalSpecies0036 59612
GlobalSpecies0037 31757
GlobalSpecies0038 54379
GlobalSpecies0039 24570
GlobalSpecies0040 33913
GlobalSpecies0041 16719
GlobalSpecies0042 4124
GlobalSpecies0043 7500
GlobalSpecies0044 429
GlobalSpecies0045 34742
GlobalSpecies0046 4580
GlobalSpecies0047 36687
GlobalSpecies0048 29647
GlobalSpecies0049 14894
GlobalSpecies0050 2657
GlobalSpecies0051 719
GlobalSpecies0052 1900
GlobalSpecies0053 10868
GlobalSpecies0054 18728
GlobalSpecies0055 18490
GlobalSpecies0056 1264
GlobalSpecies0057 3283
GlobalSpecies0058 4268
GlobalSpecies0059 7505
GlobalSpecies0060 1232
GlobalSpecies0061 4094
GlobalSpecies0062 25382
GlobalSpecies0063 8745
GlobalSpecies0064 16373
GlobalSpecies0065 19228
GlobalSpecies0066 40447
GlobalSpecies0067 5791
GlobalSpecies0068 80793
GlobalSpecies0069 8910
GlobalSpecies0070 41112
GlobalSpecies0071 8337
GlobalSpecies0072 23943
GlobalSpecies0073 19999
GlobalSpecies0074 23630
GlobalSpecies0075 12719
GlobalSpecies0076 68184
GlobalSpecies0077 35113
GlobalSpecies0078 23027
GlobalSpecies0079 7159
GlobalSpecies0080 5255
GlobalSpecies0081 5415
GlobalSpecies0082 16156
GlobalSpecies0083 12792
GlobalSpecies0084 17483
GlobalSpecies0085 6896
GlobalSpecies0086 14199
GlobalSpecies0087 47957
GlobalSpecies0088 5635
GlobalSpecies0089 777
GlobalSpecies0090 3645
GlobalSpecies0091 1638
GlobalSpecies0092 29955
GlobalSpecies0093 30958
GlobalSpecies0094 43751
GlobalSpecies0095 1589
GlobalSpecies0096 14829
GlobalSpecies0097 3206
GlobalSpecies0098 27488
GlobalSpecies0099 14899
GlobalSpecies0100 20870
GlobalSpecies0101 52587
GlobalSpecies0102 17412
GlobalSpecies0103 19936
GlobalSpecies0104 6135
GlobalSpecies0105 6124
GlobalSpecies0106 1874
GlobalSpecies0107 38668
GlobalSpecies0108 12119
GlobalSpecies0109 7258
GlobalSpecies0110 6091
GlobalSpecies0111 22084
GlobalSpecies0112 16990
GlobalSpecies0113 49158
GlobalSpecies0114 15078
GlobalSpecies0115 51270
GlobalSpecies0116 3089
GlobalSpecies0117 19733
GlobalSpecies0118 12059
GlobalSpecies0119 17730
GlobalSpecies0120 3611
GlobalSpecies0121 24079
GlobalSpecies0122 6621
GlobalSpecies0123 5693
GlobalSpecies0124 9090
GlobalSpecies0125 50190
GlobalSpecies0126 21307
GlobalSpecies0127 16998
GlobalSpecies0128 18699
GlobalSpecies0129 19839
GlobalSpecies0130 11605
GlobalSpecies0131 26603
GlobalSpecies0132 2683
GlobalSpecies0133 18880
GlobalSpecies0134 1252
GlobalSpecies0135 13454
GlobalSpecies0136 7683
GlobalSpecies0137 5807
GlobalSpecies0138 12652
GlobalSpecies0139 22922
GlobalSpecies0140 52619
GlobalSpecies0141 8215
GlobalSpecies0142 13053
GlobalSpecies0143 21068
GlobalSpecies0144 10726
GlobalSpecies0145 11308
GlobalSpecies0146 7546
GlobalSpecies0147 14305
GlobalSpecies0148 17898
GlobalSpecies0149 6736
GlobalSpecies0150 16440
GlobalSpecies0151 9685
GlobalSpecies0152 5808
GlobalSpecies0153 36937
GlobalSpecies0154 28516
GlobalSpecies0155 1069
GlobalSpecies0156 10588
GlobalSpecies0157 31026
GlobalSpecies0158 57831
GlobalSpecies0159 38542
GlobalSpecies0160 10021
GlobalSpecies0161 27076
GlobalSpecies0162 786
GlobalSpecies0163 14509
GlobalSpecies0164 38628
GlobalSpecies0165 3582
GlobalSpecies0166 15291
GlobalSpecies0167 12551
GlobalSpecies0168 3689
GlobalSpecies0169 4242
GlobalSpecies0170 28901
GlobalSpecies0171 48346
GlobalSpecies0172 14295
GlobalSpecies0173 33949
GlobalSpecies0174 6079
GlobalSpecies0175 52798
GlobalSpecies0176 31541
GlobalSpecies0177 12943
GlobalSpecies0178 4225
GlobalSpecies0179 17714
GlobalSpecies0180 11873
GlobalSpecies0181 16576
GlobalSpecies0182 11102
