mip,mro,cosine,phylo,co_occur
1.0,0.7142857142857143,0.6690584296217515,0.6964399999999998,4.147641696246865
3.0,0.7346938775510204,0.9721648766279266,0.72707,36.831824557331856
2.0,0.9230769230769232,0.6611240031927854,0.12653999999999999,20.4330485179089
2.0,0.8627450980392157,0.6400461380147302,0.30955,82.98076241940726
3.0,0.84,0.8595650051228496,0.30907,57.103092963807285
1.0,0.8095238095238095,0.8156920411842095,0.08858,9.511254483295488
2.0,0.7727272727272727,0.7330252865790152,0.08212000000000001,6.025531023813528
2.0,0.8888888888888888,0.8418792767627955,0.10480000000000002,16.146011622506194
0.0,0.7692307692307693,0.6336053470661414,0.7344399999999999,12.376301587981288
2.0,0.8695652173913043,0.6972197772667089,0.18702,2.438660024829005
4.0,0.6122448979591837,0.8692397718378027,0.8009700000000001,15.827748473006068
2.0,0.6938775510204082,0.8270965239123964,1.3088800000000003,52.605689640739
4.0,0.6666666666666666,0.8024222859642001,1.2591200000000002,3.5420642936514923
4.0,0.7547169811320755,0.6910313771643712,1.9795099999999994,5.173105798297911
3.0,0.6382978723404256,0.8832079894396877,1.01573,17.79248725491925
5.0,0.8260869565217391,0.7855532650873203,1.1714600000000002,2.404790094387863
0.0,0.8421052631578947,0.6814185424549455,0.022180000000000002,74.3939267329406
2.0,0.9655172413793104,0.8101007755770526,0.02062,40.612112686852925
0.0,0.8679245283018868,0.7968249339220366,0.027960000000000002,76.81435752566904
2.0,0.8518518518518519,0.6949330900264744,0.0264,12.250454437438748
0.0,0.8727272727272727,0.8159930917886115,0.02502,134.34382132650353
3.0,0.6938775510204082,0.8779261471333707,0.27348,16.916565343213733
2.0,0.7924528301886793,0.8413968953960945,0.81755,2.1834645340532006
4.0,0.625,0.852407637283115,1.03231,3.371537131846708
2.0,0.6818181818181818,0.6395479900240124,0.72082,3.7814511161195696
1.0,0.6538461538461539,0.6960963500961549,0.9545600000000001,21.095690229412867
7.0,0.851063829787234,0.7446945736568081,0.11424000000000001,2.104258573126572
4.0,0.8571428571428571,0.6192967316521308,0.15650000000000003,0.7687930457532275
5.0,0.6046511627906976,0.6753146670262771,0.72786,9.59801335998054
1.0,0.76,0.7026845810250704,0.9702700000000002,5.54137125658599
2.0,0.5217391304347826,0.8023477392729677,0.9802100000000002,10.363397656852612
0.0,0.6666666666666666,0.7639797435608225,0.8515599999999997,4.0135978406178765
2.0,0.7692307692307693,0.749518493866522,0.30413999999999985,3.2109689265926136
1.0,0.7755102040816326,0.7237087770504725,0.3137599999999999,4.657489976198121
2.0,0.8275862068965517,0.6486806085666608,0.27361999999999986,1.3711878569829423
1.0,0.6086956521739131,0.6992488500869118,0.7129700000000001,3.888868196750991
2.0,0.7843137254901961,0.7407094532930022,0.18809,51.36417182756122
2.0,0.8148148148148148,0.7507268431888233,0.8043599999999997,16.229784876020858
3.0,0.8333333333333334,0.6800950360265914,0.2569399999999999,3.0122442126230453
0.0,0.8260869565217391,0.6581604298711164,0.2665599999999999,7.65327657169837
3.0,0.7755102040816326,0.6411615957637008,0.22641999999999993,2.221579384688084
2.0,0.7407407407407407,0.8377805813356762,0.17800000000000002,11.917085838606
2.0,0.7659574468085106,0.6900761695753193,0.57054,5.0609003315039445
1.0,0.7916666666666666,0.7151450938045393,0.12408000000000001,12.0906632127153
2.0,0.7450980392156863,0.6882683751983835,1.5600999999999998,75.28749179723673
4.0,0.6976744186046512,0.7802803823120196,1.1970999999999998,37.92028828931507
3.0,0.6829268292682927,0.7938468864791857,0.81352,61.61824797978625
5.0,0.76,0.6778239575143231,0.059489999999999994,23.350552700663684
2.0,0.7916666666666666,0.6053073462603238,0.6996500000000001,2489.644270375371
2.0,0.6521739130434783,0.686188769616762,1.00984,13.852276429301128
2.0,0.5833333333333334,0.6766578073366121,0.9674900000000002,13.196310711849948
