,Bacillota,Pseudomonadota,Actinomycetota,Bacteroidota,Thermodesulfobacteriota
10532.00954e18.1dcf.40fc.a52e.255f5cda6f9c,41.04735853409353,0.5437827505520219,1.7796526381702533,56.0261015720265,0.32626965033121313
10532.00cdbb86.acbd.429c.abe3.12f19990314a,22.30117784483598,32.1035724715273,0.0,43.11301469872481,0.6911320938382166
10532.00e6b118.fb6e.4022.96d1.62e553d9b40c,16.551861173665387,44.02569876804875,0.715326533315671,37.33607100278182,1.1590939197244667
10532.0129210b.a355.4608.8aac.7e6d637c0b5c,59.96686547382373,0.8316766070245195,0.9708416169648774,35.53015241882041,1.2226640159045725
10532.0476f5aa.a4f4.4835.ada1.4e72fb601e0a,77.0030526921205,3.842410299517763,3.517232225810733,11.969650046454012,0.03096934035305048
10532.049a1207.554b.43e8.9548.1b0fb0f8cd2b,6.723309937199852,87.29220539342447,1.1513360423593153,4.722324836842754,0.11082379017362395
10532.04ea008a.d444.4833.988c.a2a3f5d4ad23,62.694534245545455,0.3082475001879558,4.413202014886099,29.734606420569882,0.19547402450943535
10532.04fd9a21.4876.4619.b4e7.6f6a2473bb98,67.056151940545,7.365813377374071,2.171758876961189,23.170933113129642,0.20644095788604458
10532.05ddd9c2.3f7f.4b2a.8432.06f416424741,28.93621316108195,6.970798008343426,0.09756425783878347,62.811196339658196,1.1842282330776477
10532.06104fa3.3f90.4a7a.944c.511c32501925,57.151495301201784,10.75810637172155,9.299337381270313,22.07805295910912,0.6575798039857903
10532.0717cd28.3894.450b.a177.8e41899fa790,79.56352563018102,8.884565499351492,0.9812214515310438,10.204139175548413,0.31297580781593637
10532.07b37371.e1be.4806.ba9e.105e8b6eb137,19.944833439422872,74.54911945682156,1.708041587099512,3.4054742202418846,0.39253129641417356
10532.08ea0c6b.7a30.4074.bbf6.557480fc5285,66.69239463020646,0.7580560685834,2.7565675221214545,29.47597651404471,0.04686164787606472
10532.08fb8b2c.2152.4c58.b04c.ce6e1502b9c4,67.91260597417003,1.6916250693288961,0.35456778385230964,29.205292766024883,0.6041518104746059
10532.097aca46.4d88.4858.9076.a82c0ce1d29b,40.88186748408395,0.9007309596793208,10.195708559302052,47.526526762555996,0.4244282008960151
10532.09aae222.0d4d.449f.b284.e4aa4151bd18,61.36102703266882,1.9726542114601817,0.38618098319590854,35.163344118568,0.46967957415718614
10532.0a75af43.917b.4ba4.bd50.0607a68a587b,19.927898641326998,11.790447611902975,0.029173960156705845,67.93156622488955,0.3209135617237643
10532.0bb5e24a.aa34.48e7.b1f9.e761ac2dc6b4,18.25363262682477,44.36456518429555,0.02368185124414297,36.74915844850043,0.5869715986941151
10532.0c3cf073.b655.4073.ac7f.bcff02f48e23,36.424599831508004,26.129738837405224,0.29317607413647856,35.693344566133106,0.7885425442291492
10532.0c792e0e.c9e4.4789.a129.9263c4d80ab5,16.477784189267165,45.24408540103867,0.3023658395845355,37.97576457010964,0.0
10532.0d0b86b0.b46c.47d2.a0e8.c862dba23fa3,31.669722278807633,5.9244924288721394,0.0067902492021457185,61.088476947103956,1.3105180960141236
10532.0d8cd22b.1b5e.4fe1.abe4.a53346e6f530,29.107683639692937,7.993520670469752,9.79646453975632,52.130431720543704,0.7113176984294669
10532.0dc46d75.4646.4d47.ab42.cc127481ec0e,17.610208816705335,5.951276102088167,0.16241299303944315,68.75870069605568,0.13921113689095127
10532.0e5f0298.f09a.406d.a54f.4683590a58ef,27.54699382981776,58.74946190271201,1.0223848471803703,11.65518725785622,0.5703831252690486
10532.0eb12bd1.4548.4004.8dcd.1a71de8b1df5,42.22160641200546,27.323499317871757,1.1830661664392905,29.022424965893588,0.0
10532.0ec75303.6a6a.4ad9.aa50.f98525d9e3f0,1.3462140525068205,96.90057694887965,0.0,0.16995393353906704,1.5430028176573192
10532.0ed823be.aab6.40bc.810e.18b3ee3e572b,16.12933903946743,30.61816452686638,0.8773181169757489,50.50166428911079,0.47551117451260105
10532.101c02ce.4f8d.4394.83a3.0c406831d934,19.464433988375312,35.471907002491,0.12178245225574315,35.482978134514255,1.0572931082203154
10532.1037164d.a836.4ebe.bf98.92294a0b60ab,21.511302073603584,53.2691948440127,0.21171928513606078,20.651970857463105,0.5479793262345103
10532.103e4419.d712.46e0.95db.3b7bdab449a7,5.117486970597129,93.1251000551415,0.0,0.07826535512904889,1.5830946832921255
10532.104e5902.1c3e.417f.bb22.124bfca61a61,11.088070424231072,46.58916076899408,0.030770465704309205,39.8932398624694,0.5886523873867847
10532.10d8aff9.6fa1.4788.ac34.075f71d7e3c6,47.18988512836327,1.3620126949862512,0.06938555238609205,43.37624958240177,0.7889394289826022
10532.112c4226.3f1f.4a90.bd62.bd09a8a0b791,49.77566867989646,4.831751509922347,1.1561691113028472,43.47713546160483,0.06902502157031924
10532.1179fc32.1721.4500.9ebb.2711571cec96,24.744153124723507,32.016987642669655,1.8108355206889433,40.02713304037515,0.22709175096587725
10532.1193c5d0.fb53.406a.9626.bcdd00a82103,49.975201487910724,4.48853068815871,20.52076875387477,22.59764414135152,0.2665840049597024
10532.11c4be47.fdce.4135.8acf.0894f2da5ede,19.042549652350377,61.62546990917862,0.22954855450946474,18.596759705911705,0.29275757676569414
10532.11c70d46.e0a4.4797.ad7b.3677fe93d73b,7.002319978584813,55.44079593111449,0.39707325778531277,36.499509235299364,0.655840099937539
10532.11d9c298.6eab.4b6b.9665.1dba120f03b2,39.35851916862808,6.079706386883153,0.0638289384449675,53.76391271392668,0.5066421989069294
10532.11f3f37a.3698.4031.8183.75f6f2c6c04c,31.714323449778774,2.1098857557947563,0.09905566928613882,57.34662880538863,0.8518787558607938
10532.1230c3fd.efa4.4ad9.8f01.499141965b11,31.181528079839023,0.5996056830423382,18.967865200512204,45.70824610256306,0.21951665684261873
10532.124dc1db.9029.41c6.afff.b73a692e19b1,41.40061504053676,3.662286832541236,1.2384679899357003,50.12021246854906,1.0595471065138384
10532.12e944d7.69e9.44f6.8c3d.a9e40d1a21a4,53.34004179890084,13.809118352813684,1.2617075625048377,30.451273318368294,0.688907810202028
10532.1302d53f.3364.4f3d.bbc4.50e9f9065ae7,14.779572239196856,67.37087152626219,7.408700712934673,10.298268587225374,0.1425869343809108
10532.14c94c5e.aaf2.414f.a72f.74ccc134b294,48.97420272191753,4.592953709346153,2.9543864400659037,37.734443767350534,0.9795291940325456
10532.15129220.6eda.44ad.9511.be0f6e027f5d,30.75094369930126,55.49273150750944,2.4640591117179342,9.86105533692073,0.8834631756485424
10532.1527a35e.aff8.4404.a7b5.93297cc857bb,49.201435769091454,32.34432113807752,1.6893338163137614,14.094247044489084,1.475285671946521
10532.15d8ed7d.7d90.4fee.9874.a30e5a6e2ec8,14.150828212119979,45.9952789874242,2.494810956005047,25.13532212771153,1.03780879899068
10532.1654ccec.557a.40f3.b4d9.b263f9e2ad4e,51.03927752293578,1.082282110091743,6.390959480122324,25.819476299694188,0.39420871559633025
10532.1709339c.5162.4847.bab8.d492c164537a,50.799213608000684,6.393708864005471,3.3977263013932815,39.40935122660056,0.0
10532.17f96e8a.dc68.4aef.98db.8aaaab702e33,41.83669548511047,6.643611911623439,39.229586935638814,12.053794428434198,0.053794428434197884
10532.180f9254.809c.4c9d.b741.e87498d4c2c9,26.509746464517775,39.12441075296216,4.118359026627596,29.944897439164226,0.21818065995668237
10532.183645ce.cacd.4744.8440.de4eb377dfea,69.26857222241517,1.2207828291598652,2.5214461848365923,21.748341610808183,2.243600875212725
10532.18b7bc36.8427.431c.a28c.9a4d0b19f83d,21.85529738547683,5.9124377232044445,0.04408976676513381,70.15122790000441,1.3623737930426347
10532.18f853f2.0e63.400e.baac.cad966c6c0a0,63.91009940930702,0.9472698458435383,0.623109062094799,34.415069874657824,0.0
10532.1a3cebf2.a600.4fdd.901f.739e27cb4a6c,74.39086294416244,0.43147208121827413,7.315083393763596,17.43110949963742,0.16134880348078318
10532.1a809fb5.eac0.4b28.bdf5.e731c86aefbd,17.28421970357454,53.939625108979946,1.5965562336530077,26.721883173496074,0.21251089799476897
10532.1a8d256c.9a6f.4c7d.8abd.c351d01866c5,15.369956988076442,83.59557902760385,0.1470027767191158,0.6860129580225405,0.20144824957804758
10532.1b1720db.15b5.479e.9641.ecf97ed72ca4,34.74204040931646,1.5503691920510934,0.87134072508844,62.49673544006268,0.1851895818989055
10532.1bf8a3f7.4718.473a.a4bf.3b0e18e64bd4,26.544217687074827,60.60544217687075,0.5646258503401361,11.802721088435373,0.29931972789115646
10532.1c4ca381.9cc3.4313.a11e.df350bb73ec9,63.2297070958781,5.572123044242003,4.444626005964296,26.586053351852605,0.16749050206299276
10532.1c63c66a.65e6.4d7e.a9af.34ae133db4ed,23.14302211051863,4.727779098597289,1.871412559861427,51.62517406514282,0.8355126855279693
