fid,cosine,Type
U96412.1.1468,0.021097606197528443,facultatively
U92197.1.1541,0.08230570528342562,facultatively
AB030220.1.1486,0.11675115580267775,facultatively
AB009222.1.1414,0.13108287832002374,facultatively
Y18188.1.1489,0.1255948474334892,facultatively
AY258614.1.1402,0.042924330559160145,facultatively
GQ871718.1.1500,0.12289533497489838,facultatively
EU909656.1.1362,0.03733241631979799,facultatively
L34682.1.1486,0.06476935448713585,facultatively
AB288920.1.1350,0.12784050790479035,facultatively
AY362904.1.1362,0.049358290595884424,facultatively
JQ187174.1.1376,0.12307762666388175,facultatively
JQ187284.1.1353,0.10131184025121816,facultatively
JQ188466.1.1374,0.002763436837430434,facultatively
JQ189008.1.1369,0.0316063757352496,facultatively
JQ189241.1.1358,0.10126850308570312,facultatively
GQ897174.1.1458,0.10972590308042983,facultatively
GU045364.1.1452,0.1291215878159594,facultatively
HQ452860.1.1480,0.06788532361807918,facultatively
AB220083.1.1360,0.04400030961973201,facultatively
GQ921467.1.1497,0.011136843248565982,facultatively
JX101690.1.1488,0.11604646159199851,facultatively
HM443959.1.1432,0.003664130761657476,facultatively
EU156757.1.1329,0.13114462204211527,facultatively
EU156766.1.1269,0.11787599957785208,facultatively
EU156772.1.1329,0.12933384610383958,facultatively
EU214627.1.1520,0.04177982238077919,facultatively
AB698720.1.1455,0.04431621235264652,facultatively
AP010969.19547.20881,0.1320460257456811,facultatively
AB741688.1.1324,0.06301116590616299,facultatively
JF824807.1.1499,0.09890726243506691,facultatively
AB680681.1.1443,0.107983162304287,facultatively
AB680533.1.1482,0.11824390745897231,facultatively
KC162960.1.1554,0.06086035316179008,facultatively
AY769997.1.1470,0.13181684265173182,facultatively
HQ154992.1.1329,0.05022884289333324,facultatively
AF035054.1.1416,0.017232114712101825,facultatively
EF399584.1.1489,0.1279176161340842,facultatively
AF125590.1.1459,0.10789773453815,facultatively
FJ976248.1.1389,0.12888298901032053,facultatively
FJ976010.1.1358,0.01564990908456074,facultatively
EF434343.1.1369,0.12911744599432634,facultatively
AF251035.1.1484,0.008431557246152152,facultatively
HE582440.1.1499,0.12656450630436722,facultatively
EF515307.1.1402,0.059577356195088305,facultatively
EF515201.1.1401,0.05610768816716941,facultatively
FM872548.1.1475,0.03603546465781322,facultatively
AF408262.1.1499,0.10516349032865084,facultatively
HE681258.1.1546,0.11946496882761053,facultatively
AM420030.1.1477,0.012819281599086225,facultatively
HQ385570.1.1345,0.03965319312942662,facultatively
AM275412.1.1485,0.12123910737434633,facultatively
JQ458310.1.1410,0.04781847627516475,facultatively
AM275478.1.1447,0.1260301779669688,facultatively
AM275467.1.1476,0.12582608271436133,facultatively
AM277455.1.1490,0.06762197653999452,facultatively
AM420201.1.1476,0.012551104491121986,facultatively
AM500831.1.1532,0.043723668645324114,facultatively
AM405127.1.1487,0.07311178798899068,facultatively
JQ471685.1.1401,0.10531293488142661,facultatively
JQ452670.1.1361,0.011640648712969449,facultatively
JQ471702.1.1405,0.10896351516629797,facultatively
JQ458506.1.1398,0.048616787195608364,facultatively
JQ459237.1.1397,0.04782690568305934,facultatively
JQ459683.1.1383,0.04197445196486408,facultatively
JQ463390.1.1408,0.10465059714493258,facultatively
JQ461409.1.1395,0.04817331861639846,facultatively
JQ468453.1.1397,0.04141132472258919,facultatively
JQ471213.1.1384,0.10541544883168318,facultatively
FR667445.1.1395,0.016967690320302577,facultatively
EU335286.1.1452,0.047764269663503105,facultatively
HM186527.1.1371,0.12414240708835934,facultatively
CU918925.1.1304,0.047559960892362835,facultatively
GQ004577.1.1308,0.0426559342608567,facultatively
JQ923809.1.1492,0.0163314400484432,facultatively
CU920714.1.1309,0.047537614608871806,facultatively
HM249549.1.1366,0.047408382727032065,facultatively
HM264040.1.1372,0.06611976916740835,facultatively
EU459319.1.1400,0.1227981112027531,facultatively
EU472782.1.1399,0.10834708463753716,facultatively
EU459789.1.1388,0.10129864229421755,facultatively
EU460635.1.1403,0.1239732278332573,facultatively
EU467991.1.1402,0.05127617675488094,facultatively
EU466960.1.1401,0.1204204202872439,facultatively
EU459332.1.1401,0.1229556603335927,facultatively
EU461800.1.1409,0.03363543737615429,facultatively
EU460179.1.1393,0.11623844933033832,facultatively
EU471210.1.1408,0.12266596452154985,facultatively
EU469383.1.1386,0.10080611865183992,facultatively
EU472732.1.1390,0.11945203083159334,facultatively
EU472919.1.1393,0.12274750687611932,facultatively
EU470649.1.1400,0.10845001406857413,facultatively
EU471279.1.1402,0.10905142363744667,facultatively
EU471213.1.1366,0.10894444006935744,facultatively
EU471000.1.1390,0.11922568515359169,facultatively
DQ326634.1.1352,0.1255700873061356,facultatively
EU471242.1.1407,0.12645181483652634,facultatively
HM294795.1.1361,0.042471653042696816,facultatively
GQ021574.1.1308,0.04397810452820988,facultatively
HM285198.1.1359,0.06598228890686908,facultatively
HM306299.1.1372,0.03199374107686301,facultatively
HQ716607.1.1533,0.043580616587415154,facultatively
JX013442.1.1364,0.12683478388563937,facultatively
JN173162.1.1543,0.05027485603596134,facultatively
JN162688.1.1404,0.0566671481317722,facultatively
HQ716488.1.1388,0.0545528448932551,facultatively
JX096253.1.1392,0.1370835317384808,facultatively
HQ716342.1.1476,0.1171561134966756,facultatively
HQ716347.1.1389,0.05625013788334613,facultatively
HM316066.1.1361,0.0067700626373161914,facultatively
DQ793344.1.1386,0.10609951343606078,facultatively
DQ793739.1.1403,0.06770990549212258,facultatively
DQ798295.1.1357,0.10641782915794724,facultatively
DQ807677.1.1388,0.10811913234558738,facultatively
GQ069168.1.1341,0.008689895827319827,facultatively
DQ803568.1.1389,0.11683300718059499,facultatively
EU778456.1.1401,0.11866349084955903,facultatively
DQ819155.1.1494,0.12660251065160288,facultatively
HQ758754.1.1442,0.11889987554249036,facultatively
EU774174.1.1389,0.10178158907672409,facultatively
EU778419.1.1388,0.11837622296570817,facultatively
HQ774391.1.1458,0.05906672839572879,facultatively
HQ767445.1.1455,0.03369813736324827,facultatively
HQ768243.1.1438,0.12369810940495413,facultatively
DQ817162.1.1449,0.06262880335888564,facultatively
HM334946.1.1363,0.08877817218723802,facultatively
HQ793069.1.1453,0.12452086540253944,facultatively
HQ770722.1.1449,0.12659731892976625,facultatively
HQ781671.1.1460,0.10874999873535875,facultatively
HQ806925.1.1453,0.1282092247837526,facultatively
HQ786758.1.1451,0.11518008752928138,facultatively
HQ794871.1.1442,0.0581694509739545,facultatively
HQ788153.1.1469,0.13224162279463408,facultatively
HQ796635.1.1460,0.11888602257291735,facultatively
HQ795863.1.1444,0.1270722548706124,facultatively
HQ794914.1.1360,0.05725416892409047,facultatively
HQ805179.1.1449,0.052249377106671754,facultatively
HQ807512.1.1432,0.1267051425781755,facultatively
HQ807440.1.1456,0.09513692945351872,facultatively
HQ805056.1.1448,0.13220157633949636,facultatively
HQ807567.1.1446,0.12649311512933625,facultatively
HQ816367.1.1407,0.12039527178242682,facultatively
GQ133121.1.1411,0.041019540371884516,facultatively
JF064395.1.1378,0.1289577701251927,facultatively
JF095411.1.1369,0.1313900307905657,facultatively
JF082189.1.1377,0.04807374747046714,facultatively
JF121027.1.1363,0.05485204116058791,facultatively
JF117260.1.1361,0.041912452847233585,facultatively
JF000870.1.1363,0.008455978534113158,facultatively
JF045838.1.1372,0.03353571628093634,facultatively
JF029412.1.1373,0.0317496437908072,facultatively
GQ155587.1.1363,0.012538472808147691,facultatively
GQ155728.1.1363,0.1297333805548123,facultatively
JF104196.1.1305,0.043206311413385365,facultatively
GQ157993.1.1485,0.1268215419202839,facultatively
JF107789.1.1369,0.10530611115041535,facultatively
JF111268.1.1369,0.0938604230562806,facultatively
JF120720.1.1366,0.13320794131014085,facultatively
JF151070.1.1361,0.04117660837513001,facultatively
JF153130.1.1366,0.05988061084563084,facultatively
JF161568.1.1377,0.1310055565168554,facultatively
JF154739.1.1369,0.0600463312977775,facultatively
JF160112.1.1371,0.10863687386692981,facultatively
JF188851.1.1368,0.10867139359316047,facultatively
JF163633.1.1360,0.0449910590782119,facultatively
JF177220.1.1318,0.03910870413599192,facultatively
JF176422.1.1365,0.10949412063494031,facultatively
JF181670.1.1367,0.10873681559559432,facultatively
JF188540.1.1365,0.07538864723484462,facultatively
GQ493391.1.1374,0.12416954563254298,facultatively
JF189323.1.1370,0.09407289713166356,facultatively
GQ492245.1.1349,0.11482202907815765,facultatively
JF189333.1.1362,0.047762739666677836,facultatively
JF193794.1.1368,0.07586005428272158,facultatively
JF198707.1.1359,0.04452058263194079,facultatively
FJ365729.1.1352,0.1065198750446676,facultatively
FJ367843.1.1364,0.06865629279633231,facultatively
JF207434.1.1370,0.021711650800879157,facultatively
JX548432.1.1535,0.013924598919371435,facultatively
JX548421.1.1518,0.1302071051117345,facultatively
FJ368266.1.1357,0.10895553835070491,facultatively
FJ363695.1.1351,0.10646997931387717,facultatively
FJ366220.1.1396,0.1052136068478848,facultatively
JF220962.1.1367,0.13076423246053284,facultatively
JF224904.1.1305,0.044998405035034564,facultatively
JN866593.1.1506,0.12457171440779063,facultatively
FJ369019.1.1371,0.12236651908102006,facultatively
FJ372126.1.1364,0.12705328365447596,facultatively
FJ506293.1.1384,0.11186989352759669,facultatively
FJ440064.1.1440,0.020827494024256703,facultatively
JF229737.1.1367,0.1314463045753268,facultatively
DQ057480.1.1449,0.1231868169967924,facultatively
FJ509910.1.1387,0.12656922192250877,facultatively
JF226337.1.1345,0.0040745747420733724,facultatively
FJ504434.1.1389,0.12655273550808818,facultatively
FJ671213.1.1317,0.04035602321362918,facultatively
JQ084035.1.1510,0.051079507163538075,facultatively
FJ509294.1.1370,0.09893984001877648,facultatively
FJ507647.1.1369,0.09884641849031975,facultatively
JF240255.1.1377,0.12854698009537707,facultatively
FJ512832.1.1369,0.12404006105172143,facultatively
JF234954.1.1375,0.03288764300794119,facultatively
FJ683969.1.1335,0.11040068300101033,facultatively
FJ558153.1.1403,0.1297777317464258,facultatively
FJ676805.1.1384,0.12672258121762328,facultatively
