fid,cosine,Type
AJ006962.1.1476,-0.02373692271446888,anaerobic
AJ234041.1.1397,0.050594711117278535,anaerobic
AJ278694.1.1411,-0.039411182534036596,anaerobic
AJ006963.1.1453,-0.009056305235976825,anaerobic
HG726040.1.1387,-0.007843876945673256,anaerobic
JN657222.1.1286,-0.032450192784580494,anaerobic
JN703378.1.1490,-0.022528335621645645,anaerobic
JN399172.1.1338,-0.0013634184189576799,aerobic
JN104029.1.1463,0.026136653536877073,facultatively
AF542231.1.1414,-0.0326024692838177,anaerobic
AF542228.1.1396,-0.03291947963018805,anaerobic
AF542233.1.1411,-0.03069670482979029,anaerobic
AJ243966.1.1459,0.14571075609291567,facultatively
AB002518.1.1416,0.1461151715807106,facultatively
AJ131121.1.1481,0.0329607809979007,facultatively
AJ292530.41.1371,0.140697663453966,facultatively
AJ270951.1.1252,0.17825461967331716,facultatively
AJ132842.30.1345,-0.006951545391503384,anaerobic
AJ251630.1.1502,-0.010253810774737087,anaerobic
AF550610.1.1416,-0.0033318099573655512,anaerobic
AJ291746.1.1317,-0.015832194642569995,anaerobic
AJ243791.1.1423,0.05449773613908438,facultatively
AJ251986.1.1401,0.05450749692355006,facultatively
AJ234040.1.1412,0.05041162800946777,facultatively
MF480321.1.1465,0.04578288883341324,aerobic
KU298954.1.1374,-0.054829480477524596,anaerobic
AB012589.1.1484,0.0427470177383222,aerobic
EU309492.1.1445,-0.019949609727715437,anaerobic
U96412.1.1468,0.0008259434382995486,anaerobic
AJ420200.1.1419,0.14587810103212734,facultatively
X55797.1.1410,-0.010090021660813452,anaerobic
U55237.1.1335,-0.008430807538403811,anaerobic
EU350220.1.1440,0.1736540142502179,facultatively
X55410.1.1333,-0.018915514000264807,anaerobic
AB011816.1.1463,-0.011158171749671071,anaerobic
AJ305238.1.1505,-0.00783112917217324,anaerobic
AJ307005.1.1380,-0.04944968003534246,anaerobic
LK056647.1.1423,-0.0013701077042442306,aerobic
AY211542.1.1343,-0.034711285721474215,anaerobic
EU420062.1.1385,-0.011779261625097672,aerobic
EU427463.1.1403,0.0035206789552861845,anaerobic
JX905358.1.1469,-0.03375552375118797,anaerobic
X84007.1.1513,-0.027674717645121746,anaerobic
X53217.1.1462,0.034354092182550366,facultatively
EU414673.1.1489,-0.012884074967014008,anaerobic
