fid,cosine,Type
U96412.1.1468,0.040531579106110764,facultatively
U92197.1.1541,0.03472361532882736,facultatively
AB030220.1.1486,0.006942772569696016,facultatively
AB009222.1.1414,0.0024253489730723036,facultatively
Y18188.1.1489,0.06574118189842729,facultatively
AY258614.1.1402,0.04973452543953931,facultatively
GQ871718.1.1500,0.03231157308193731,facultatively
EU909656.1.1362,0.06574761321787151,facultatively
L34682.1.1486,-0.005345346358270923,facultatively
AB288920.1.1350,0.01548205764668206,facultatively
AY362904.1.1362,0.06578224958735115,facultatively
JQ187174.1.1376,0.04567338921787855,facultatively
JQ187284.1.1353,0.03412415251114599,facultatively
JQ188466.1.1374,0.09585257001755391,facultatively
JQ189008.1.1369,0.07969743254334909,facultatively
JQ189241.1.1358,0.023109272280019716,facultatively
GQ897174.1.1458,-0.01922117108978346,facultatively
GU045364.1.1452,0.08629161195495322,facultatively
HQ452860.1.1480,0.0152015802687811,facultatively
AB220083.1.1360,0.07560883252975799,facultatively
GQ921467.1.1497,0.025053887325150303,facultatively
JX101690.1.1488,-0.019907783783653,facultatively
HM443959.1.1432,0.05531961377532079,facultatively
EU156757.1.1329,0.06092405134645373,facultatively
EU156766.1.1269,0.0117377093103845,facultatively
EU156772.1.1329,0.08896373955882422,facultatively
EU214627.1.1520,0.062029160985011725,facultatively
AB698720.1.1455,0.08392314181555698,facultatively
AP010969.19547.20881,0.08226674314707319,facultatively
AB741688.1.1324,0.04682451992552963,facultatively
JF824807.1.1499,-0.019315362614457408,facultatively
AB680681.1.1443,0.020623235871303967,facultatively
AB680533.1.1482,0.043611988207892985,facultatively
KC162960.1.1554,0.02696127831368566,facultatively
AY769997.1.1470,0.08507407749574254,facultatively
HQ154992.1.1329,0.03086184954952997,facultatively
AF035054.1.1416,0.06503260581840603,facultatively
EF399584.1.1489,0.034897561538586065,facultatively
AF125590.1.1459,0.07841732140616448,facultatively
FJ976248.1.1389,0.06203297544154865,facultatively
FJ976010.1.1358,0.045432133230784225,facultatively
EF434343.1.1369,0.08321121807790464,facultatively
AF251035.1.1484,0.09037263567470218,facultatively
HE582440.1.1499,0.026564974479219343,facultatively
EF515307.1.1402,0.03796527035204248,facultatively
EF515201.1.1401,0.05184782098995894,facultatively
FM872548.1.1475,0.031075810237805063,facultatively
AF408262.1.1499,0.06797984122892287,facultatively
HE681258.1.1546,0.010450354181564262,facultatively
AM420030.1.1477,0.08233217099181282,facultatively
HQ385570.1.1345,0.07639864732814378,facultatively
AM275412.1.1485,0.008226324626281955,facultatively
JQ458310.1.1410,0.08619551697224882,facultatively
AM275478.1.1447,-0.04088522687479167,facultatively
AM275467.1.1476,0.007127839976134145,facultatively
AM277455.1.1490,-0.018946252952846413,facultatively
AM420201.1.1476,0.07881127014778612,facultatively
AM500831.1.1532,0.005692243938598403,facultatively
AM405127.1.1487,-0.060281896640170696,facultatively
JQ471685.1.1401,0.038280807923357474,facultatively
JQ452670.1.1361,0.07957738320102951,facultatively
JQ471702.1.1405,0.06379602862861601,facultatively
JQ458506.1.1398,0.05516025923650438,facultatively
JQ459237.1.1397,0.07043401084900495,facultatively
JQ459683.1.1383,0.055324692635500924,facultatively
JQ463390.1.1408,0.022000134139654872,facultatively
JQ461409.1.1395,0.07573793178086126,facultatively
JQ468453.1.1397,0.07254571540819087,facultatively
JQ471213.1.1384,0.054228981743633796,facultatively
FR667445.1.1395,0.0019644514151475295,facultatively
EU335286.1.1452,0.090375388256258,facultatively
HM186527.1.1371,0.046060506397979636,facultatively
CU918925.1.1304,0.06639614885445032,facultatively
GQ004577.1.1308,0.07075890411976357,facultatively
JQ923809.1.1492,0.05113039320470078,facultatively
CU920714.1.1309,0.08335130122254378,facultatively
HM249549.1.1366,0.07744315202545649,facultatively
HM264040.1.1372,0.043375753920035454,facultatively
EU459319.1.1400,0.0787196733883203,facultatively
EU472782.1.1399,0.017656787566876362,facultatively
EU459789.1.1388,0.02317169736544293,facultatively
EU460635.1.1403,0.0857528735978045,facultatively
EU467991.1.1402,0.03349632586352364,facultatively
EU466960.1.1401,0.08186030977347852,facultatively
EU459332.1.1401,0.039700819567853075,facultatively
EU461800.1.1409,0.07143928139628772,facultatively
EU460179.1.1393,0.008811975554701859,facultatively
EU471210.1.1408,0.07019141503733203,facultatively
EU469383.1.1386,0.03677703880605983,facultatively
EU472732.1.1390,0.04035413585629797,facultatively
EU472919.1.1393,0.05081398129264029,facultatively
EU470649.1.1400,0.03907978118341048,facultatively
EU471279.1.1402,0.03442813974431047,facultatively
EU471213.1.1366,0.05511591139882998,facultatively
EU471000.1.1390,0.03582607583477402,facultatively
DQ326634.1.1352,0.026786051308613223,facultatively
EU471242.1.1407,0.015020905167060342,facultatively
HM294795.1.1361,0.027941715042653532,facultatively
GQ021574.1.1308,0.06513429378186336,facultatively
HM285198.1.1359,0.011406819754809793,facultatively
HM306299.1.1372,0.0787284235578647,facultatively
HQ716607.1.1533,0.01222547647678038,facultatively
JX013442.1.1364,0.05660211965051512,facultatively
JN173162.1.1543,-0.026142401678969963,facultatively
JN162688.1.1404,-0.02768606238731579,facultatively
HQ716488.1.1388,-0.011368666172652581,facultatively
JX096253.1.1392,0.004305842832552181,facultatively
HQ716342.1.1476,-0.04850228176275702,facultatively
HQ716347.1.1389,-0.003463735016969645,facultatively
HM316066.1.1361,0.05608252182484086,facultatively
DQ793344.1.1386,0.018308031975543225,facultatively
DQ793739.1.1403,-0.046862544770170274,facultatively
DQ798295.1.1357,-0.02888472545527727,facultatively
DQ807677.1.1388,0.008637555849682689,facultatively
GQ069168.1.1341,0.07512145714232231,facultatively
DQ803568.1.1389,0.015612310768519258,facultatively
EU778456.1.1401,0.0707625301790126,facultatively
DQ819155.1.1494,0.06228754329266267,facultatively
HQ758754.1.1442,0.03502509413678212,facultatively
EU774174.1.1389,-0.004268030841201678,facultatively
EU778419.1.1388,0.07708958805550535,facultatively
HQ774391.1.1458,0.07306663316727433,facultatively
HQ767445.1.1455,0.08170042579220087,facultatively
HQ768243.1.1438,0.06626081483729103,facultatively
DQ817162.1.1449,0.03657035910829568,facultatively
HM334946.1.1363,0.07197359784934305,facultatively
HQ793069.1.1453,0.03968402376787974,facultatively
HQ770722.1.1449,0.07660635279382826,facultatively
HQ781671.1.1460,0.05180949655193811,facultatively
HQ806925.1.1453,0.011094469683121284,facultatively
HQ786758.1.1451,-0.03186931107308335,facultatively
HQ794871.1.1442,0.019294626157322217,facultatively
HQ788153.1.1469,0.05270225613090166,facultatively
HQ796635.1.1460,0.053903679108303564,facultatively
HQ795863.1.1444,0.06618770785326192,facultatively
HQ794914.1.1360,0.031757584848220895,facultatively
HQ805179.1.1449,0.07774440735241128,facultatively
HQ807512.1.1432,0.07259496279154538,facultatively
HQ807440.1.1456,0.08684183137558878,facultatively
HQ805056.1.1448,0.08245933277149177,facultatively
HQ807567.1.1446,0.06460943890367733,facultatively
