SampleID,TrueLabel,PredictedProbability
CRR345250,1.0,0.636
CRR345251,1.0,0.684
CRR345252,1.0,0.608
CRR345253,1.0,0.582
CRR345254,1.0,0.688
CRR345255,1.0,0.648
CRR345256,1.0,0.656
CRR345257,1.0,0.606
CRR345258,1.0,0.604
CRR345259,1.0,0.664
CRR345260,1.0,0.69
CRR345261,1.0,0.656
CRR345262,1.0,0.622
CRR345263,1.0,0.524
CRR345264,1.0,0.646
CRR345265,1.0,0.614
CRR345266,1.0,0.634
CRR345267,1.0,0.656
CRR345268,1.0,0.508
CRR345269,1.0,0.628
CRR345270,1.0,0.552
CRR345271,1.0,0.626
CRR345272,1.0,0.692
CRR345273,1.0,0.678
CRR345274,1.0,0.558
CRR345275,1.0,0.622
CRR345276,1.0,0.654
CRR345277,1.0,0.584
CRR345278,1.0,0.63
CRR345279,1.0,0.636
CRR345280,1.0,0.668
CRR345281,1.0,0.56
CRR345282,1.0,0.582
CRR345283,1.0,0.694
CRR345284,1.0,0.598
CRR345285,1.0,0.536
CRR345286,1.0,0.628
CRR345287,1.0,0.576
CRR345288,1.0,0.614
CRR345289,1.0,0.552
CRR345290,1.0,0.676
CRR345291,1.0,0.676
CRR345292,1.0,0.648
CRR345293,1.0,0.53
CRR345294,1.0,0.622
CRR345295,1.0,0.598
CRR345296,1.0,0.604
CRR345297,1.0,0.652
CRR345298,0.0,0.566
CRR345299,0.0,0.62
CRR345300,0.0,0.664
CRR345301,0.0,0.594
CRR345302,0.0,0.642
CRR345303,0.0,0.554
CRR345304,0.0,0.612
CRR345305,0.0,0.648
CRR345306,0.0,0.608
CRR345307,0.0,0.616
CRR345308,0.0,0.616
