distance,hgt_rate,group
0.1111111111111111,19.55017301038062,Phylo
0.2222222222222222,17.267188859878154,Phylo
0.3333333333333333,16.604322527015793,Phylo
0.4444444444444444,14.027456843822211,Phylo
0.5555555555555556,8.870091572248953,Phylo
0.6666666666666666,5.28377078466401,Phylo
0.7777777777777777,2.6316333064799324,Phylo
0.8888888888888888,1.234131958544466,Phylo
1.0,0.41814882032667877,Phylo
0.1111111111111111,25.0,Phylo SNEsim > 0.5
0.2222222222222222,26.6384778012685,Phylo SNEsim > 0.5
0.3333333333333333,25.17882689556509,Phylo SNEsim > 0.5
0.4444444444444444,21.890547263681594,Phylo SNEsim > 0.5
0.5555555555555556,14.664310954063604,Phylo SNEsim > 0.5
0.6666666666666666,12.583518930957686,Phylo SNEsim > 0.5
0.7777777777777777,8.64864864864865,Phylo SNEsim > 0.5
0.8888888888888888,2.8045574057844,Phylo SNEsim > 0.5
1.0,1.6541353383458646,Phylo SNEsim > 0.5
0.1111111111111111,18.823529411764707,Phylo SNEsim < 0.5
0.2222222222222222,16.42640364188164,Phylo SNEsim < 0.5
0.3333333333333333,15.932773109243698,Phylo SNEsim < 0.5
0.4444444444444444,13.57296908698778,Phylo SNEsim < 0.5
0.5555555555555556,8.603896103896105,Phylo SNEsim < 0.5
0.6666666666666666,5.051400212690535,Phylo SNEsim < 0.5
0.7777777777777777,2.514425304300215,Phylo SNEsim < 0.5
0.8888888888888888,1.2018451115355508,Phylo SNEsim < 0.5
1.0,0.39381153305203936,Phylo SNEsim < 0.5
0.08666666666666667,1.5003596752646182,SNE
0.17333333333333334,1.6719965754287007,SNE
0.26,1.9798672664914703,SNE
0.3466666666666667,2.7251924277095902,SNE
0.43333333333333335,3.572229280322846,SNE
0.52,4.437202306342441,SNE
0.6066666666666667,6.355673253208392,SNE
0.6933333333333334,6.837294332723949,SNE
0.78,9.293948126801153,SNE
