SampleID,TrueLabel,PredictedProbability
SRR1055765,0,0.744
SRR1055766,0,0.714
SRR1055768,1,0.802
SRR1055770,1,0.76
SRR1055771,1,0.78
SRR1055772,1,0.738
SRR1055773,0,0.736
SRR1055775,1,0.812
SRR1055776,1,0.676
SRR1055777,1,0.75
SRR1055778,1,0.796
SRR1055779,1,0.744
SRR1055781,0,0.602
SRR1055782,1,0.834
SRR1055784,1,0.806
SRR1055785,0,0.862
SRR1055787,1,0.816
SRR1055789,1,0.788
SRR1055790,1,0.854
SRR1055791,1,0.814
SRR1055792,0,0.77
SRR1055793,1,0.788
SRR1055794,0,0.718
SRR1055795,0,0.808
SRR1055796,1,0.782
SRR1055799,1,0.772
SRR1055800,1,0.684
SRR1055801,1,0.726
SRR1055802,1,0.67
SRR1055803,0,0.608
SRR1055804,0,0.622
SRR1055805,0,0.782
SRR1055806,0,0.728
SRR1055807,1,0.724
SRR1055808,1,0.704
SRR1055809,1,0.834
SRR1055811,1,0.774
SRR1055813,0,0.726
SRR1055814,0,0.788
SRR1055815,0,0.718
SRR1055816,0,0.772
SRR1055817,1,0.746
SRR1055818,0,0.742
SRR1055819,1,0.736
SRR1055822,1,0.646
SRR1055823,1,0.592
SRR1055824,1,0.726
SRR1055825,1,0.674
SRR1055826,1,0.652
SRR1055827,1,0.73
SRR1055828,0,0.72
SRR1055830,1,0.728
SRR1055831,0,0.816
SRR1055833,1,0.676
SRR1055834,1,0.8
SRR1055835,1,0.77
SRR1055836,0,0.686
