otu,mean_rank,mean_abs,mean_signed
FJ371434.1.1338,1.0,0.07753082132090948,0.07753082132090948
FJ507231.1.1307,2.0,0.058938291235485316,0.058938291235485316
EU762506.1.1327,3.0,0.046378653226099555,0.046378653226099555
FJ366783.1.1350,4.0,0.04532997900894335,-0.04532997900894335
FJ372012.1.1342,5.0,0.03676542574619361,0.03676542574619361
HQ790085.1.1320,6.0,0.033823585890390244,0.033823585890390244
JF203236.1.1325,7.0,0.03166877298206983,-0.03166877298206983
FJ369308.1.1240,8.0,0.030719514170294317,0.030719514170294317
AM696869.1.1522,9.0,0.030432671763362642,0.030432671763362642
GQ491160.1.1334,10.0,0.02978274255193063,0.02978274255193063
GQ491922.1.1347,11.0,0.027566232303198462,0.027566232303198462
FJ365305.1.1340,12.0,0.026673065508132025,-0.026673065508132025
DQ799373.1.1400,13.0,0.025265836747383367,0.025265836747383367
EU763456.1.1359,14.0,0.024665164486566592,0.024665164486566592
EU767533.1.1322,15.0,0.024333015436823584,0.024333015436823584
EU768772.1.1356,16.0,0.02429965029202469,0.02429965029202469
FJ371191.1.1358,17.0,0.02245643246964157,-0.02245643246964157
DQ798000.1.1401,18.0,0.0222987142561428,-0.0222987142561428
FJ364354.1.1319,19.0,0.022276016491209135,0.022276016491209135
JF161763.1.1353,20.0,0.022012311228095268,0.022012311228095268
GQ491404.1.1333,21.0,0.021892690452019612,-0.021892690452019612
FJ369781.1.1378,22.0,0.021629192115741762,0.021629192115741762
GQ491615.1.1357,23.0,0.02161031725467257,-0.02161031725467257
HM308748.1.1356,24.0,0.021545049582221473,0.021545049582221473
KF101798.1.1358,25.0,0.020523878172334507,0.020523878172334507
JQ455437.1.1278,26.0,0.020432663167454786,0.020432663167454786
ABQC02000019.758957.760260,27.0,0.018538272182529614,-0.017796109433338817
EU777642.1.1352,28.0,0.018441741825653182,0.018441741825653182
GQ491970.1.1359,29.0,0.018352592581640632,-0.018352592581640632
HQ754366.1.1357,30.0,0.01803768320580974,0.01803768320580974
