fold,disease,study,otu,enrichment,enrichment_case,enrichment_control,case_minus_control,rank,rank_diff
AS,AS,,KF084610.1.1355,3.707638909313681,3.6679958387957647,3.8299660983403947,-0.16197025954462996,1,177.0
AS,AS,,AM943044.1.1276,3.0856493643130474,3.4265937105604585,2.033592524463893,1.3930011860965656,2,3.0
AS,AS,,HQ794629.1.1311,2.913859250993241,2.4731964073145245,4.273618882916136,-1.8004224756016112,3,1.0
AS,AS,,JQ455259.1.1251,2.6549303831011173,2.4686311847827813,3.2297964807691253,-0.761165295986344,4,11.0
AS,AS,,JQ467142.1.1299,2.0292518341137784,2.4064681691620704,0.8652700002504778,1.5411981689115926,5,2.0
AS,AS,,JQ449887.1.1241,1.9914356054385254,2.081250105135984,1.714293720657796,0.36695638447818824,6,49.0
AS,AS,,JQ451979.1.1251,1.979089674218806,2.0363536278404086,1.8023894744721474,0.23396415336826126,7,102.0
AS,AS,,DQ808480.1.1376,1.8078694754700222,1.7018961706838767,2.1348728159529857,-0.43297664526910906,8,33.0
AS,AS,,DQ807131.1.1283,1.6394251176722459,1.7528122083566713,1.289544952131733,0.46326725622493825,9,29.0
AS,AS,,FJ558058.1.1360,1.540250287601892,1.7794182494505582,0.8022462910402932,0.9771719584102649,10,6.0
AS,AS,,DQ799182.1.1290,1.4357811432620347,1.3801821296406667,1.607343813865113,-0.22716168422444638,11,112.0
AS,AS,,LC190799.1.1211,1.4099796432846061,1.6505349370201186,0.6676947369007393,0.9828402001193792,12,5.0
AS,AS,,ET778863.1.1253,1.2576503549305391,1.2235061550060589,1.3630096004117929,-0.139503445405734,13,223.0
AS,AS,,GT432132.1.1203,1.249000019701385,1.212052470397086,1.3630096004117929,-0.1509571300147068,14,198.0
AS,AS,,KX389980.1.1206,1.1717673914816615,1.1366044112080966,1.2802703020400907,-0.1436658908319941,15,217.0
AS,AS,,ET467430.1.1257,1.171292833721455,1.160302908193949,1.205204603920616,-0.0449016957266668,16,595.0
AS,AS,,FJ371191.1.1358,1.0913761942229665,1.0298422705471038,1.2812523015656292,-0.25141003101852544,17,90.0
AS,AS,,DQ800246.1.1225,1.088496341585781,1.227573749657259,0.6593431966795054,0.5682305529777536,18,17.0
AS,AS,,ET467714.1.1256,1.080122975688619,1.0222526957428204,1.2586941252356545,-0.2364414294928341,19,99.0
AS,AS,,ET767275.1.1355,1.0089864992722624,0.8942567905696369,1.3630096004117929,-0.46875280984215595,20,27.0
AS,AS,,FJ557765.1.1386,1.0025021178570332,1.2171661001510208,0.34011040106415746,0.8770556990868633,21,7.0
AS,AS,,HK694993.1.1204,0.9839290593284655,1.0239796932030205,0.8603442462298387,0.16363544697318178,22,174.0
AS,AS,,ET460584.1.1224,0.9504006949403072,0.9412211540690839,0.9787261353429391,-0.037504981273855154,23,671.0
AS,AS,,ET762155.1.1287,0.92952551886051,0.8422629354194618,1.1987929191928872,-0.3565299837734254,24,52.0
AS,AS,,AY990161.1.1294,0.9275224802482257,1.034772022471265,0.5965810356742752,0.43819098679698987,25,32.0
AS,AS,,AY993744.1.1245,0.8244109642326332,0.7307863699504398,1.1133097123034013,-0.3825233423529615,26,44.0
AS,AS,,MH813973.1.1314,0.8110460667996919,0.9524925145956836,0.37458274217206056,0.5779097724236231,27,16.0
AS,AS,,ET767240.1.1347,0.8090870981834303,0.9225046803932384,0.4591128445074511,0.4633918358857873,28,28.0
AS,AS,,JQ460078.1.1253,0.8040819130668992,0.9428911203107823,0.3757563592857748,0.5671347610250075,29,18.0
AS,AS,,JQ470107.1.1403,0.7986229518352124,1.0017032773404801,0.17197509027610067,0.8297281870643795,30,9.0
AS,AS,,ET763059.1.1332,0.794146556275839,0.7448627691328847,0.9462222423169546,-0.20135947318406988,31,132.0
AS,AS,,FJ366406.1.1235,0.7866495455951749,0.762848141860222,0.8600938771201722,-0.09724573525995017,32,337.0
AS,AS,,ET475866.1.1292,0.780406017598427,0.7077378160885457,1.0046393251146324,-0.2969015090260867,33,72.0
AS,AS,,JN698650.1.1277,0.7762280202286429,0.7966435313371591,0.7132315859509357,0.08341194538622343,34,393.0
AS,AS,,AY995250.1.1365,0.7743580749519825,0.8320262210448467,0.596410652722573,0.2356155683222737,35,100.0
AS,AS,,ET771897.1.1262,0.7700634194332744,0.7077378160885457,0.962382424039866,-0.25464460795132027,36,88.0
AS,AS,,ET469146.1.1343,0.7621283977760276,0.6835368935459243,1.0046393251146324,-0.3211024315687081,37,61.0
AS,AS,,ET469870.1.1209,0.7571057189364125,0.6768864947119895,1.0046393251146324,-0.3277528304026429,38,58.0
AS,AS,,ET462408.1.1305,0.742608169584728,0.7121372365932244,0.8366327628156536,-0.12449552622242921,39,266.0
AS,AS,,ET772927.1.1267,0.7317141162100699,0.6569604979318953,0.962382424039866,-0.3054219261079707,40,67.0
AS,AS,,ET469054.1.1253,0.720719945638441,0.6287090356230086,1.0046393251146324,-0.37593028949162377,41,47.0
AS,AS,,ET766019.1.1351,0.708134399022491,0.6256580083466327,0.9626329759651396,-0.336974967618507,42,56.0
AS,AS,,GQ491279.1.1262,0.7074994895461154,0.6952583728893337,0.745272078087042,-0.050013705197708314,43,566.0
AS,AS,,AB733112.1.1328,0.6779129988692683,0.8312376913135167,0.20479680504130165,0.6264408862722151,44,14.0
AS,AS,,HG800468.1.1200,0.6671467909095967,0.7244833057235088,0.49022268805523966,0.23426061766826917,45,101.0
AS,AS,,HL283484.1.1209,0.6645848923034101,0.5705585855145424,0.9547232103947733,-0.38416462488023084,46,42.0
AS,AS,,KP334252.1.1211,0.6578154310617802,0.3939102506646358,1.4721514162872544,-1.0782411656226185,47,4.0
AS,AS,,ACCF01000268.3369.4627,0.6500605407991252,0.6174466194966549,0.7506977836753191,-0.13325116417866423,48,241.0
AS,AS,,GQ338715.1.1269,0.6429656655725959,0.6220561870682441,0.7074863421003101,-0.08543015503206608,49,389.0
AS,AS,,ET779041.1.1251,0.6420799185772946,0.5245838146068612,1.0046393251146324,-0.4800555105077712,50,23.0
AS,AS,,AM404803.1.1432,0.6409408406677478,0.6434584018604963,0.6331723661301242,0.010286035730372123,51,947.0
AS,AS,,AB300988.1.1342,0.6279854727892432,0.6333479841588862,0.6114382948486309,0.021909689310255276,52,847.0
AS,AS,,DQ808123.1.1242,0.6265273037241351,0.6223594385503559,0.6393881448317967,-0.01702870628144082,53,878.0
AS,AS,,GQ491262.1.1324,0.6263895160595416,0.5954124906681196,0.7219757658387866,-0.126563275170667,54,259.0
AS,AS,,FJ371815.1.1309,0.6244094293492104,0.632288265276926,0.600097592772259,0.032190672504667006,55,746.0
AS,AS,,ABIY02000114.1.1263,0.6214928660847872,0.6033648888518722,0.677430624403496,-0.07406573555162377,56,426.0
AS,AS,,ET775806.1.1255,0.6208173468036042,0.6330488890637045,0.5830743021152947,0.04997458694840984,57,567.0
AS,AS,,FJ364871.1.1208,0.6075680480900154,0.5538773733046751,0.7732421302847797,-0.2193647569801046,58,115.0
AS,AS,,FJ557746.1.1357,0.5941794076474494,0.75819776910659,0.08806560657353008,0.6701321625330598,59,13.0
AS,AS,,DQ808462.1.1241,0.5867618942426237,0.6539994331521181,0.37928605989332675,0.2747133732587913,60,77.0
AS,AS,,JF090188.1.1364,0.5833314252402971,0.6491320483640906,0.38028950245830595,0.2688425459057846,61,80.0
AS,AS,,AY990376.1.1278,0.5818739197918779,0.5010350997335654,0.8313194216860991,-0.33028432195253365,62,57.0
AS,AS,,AY992211.1.1268,0.5731575052653113,0.49643459559474984,0.8099024836773294,-0.3134678880825796,63,64.0
AS,AS,,FJ032586.1.1226,0.5665216495034547,0.5030987669728751,0.7622265441692434,-0.25912777719636826,64,85.0
AS,AS,,ET774295.1.1394,0.5635514592440368,0.5681970521563252,0.5492164868289754,0.01898056532734982,65,865.0
AS,AS,,FJ032489.1.1260,0.5617814210640749,0.5760340935830586,0.5178017458626397,0.05823234772041885,66,517.0
AS,AS,,ET774350.1.1258,0.5551722121501396,0.43158661920777514,0.9365220418008643,-0.5049354225930891,67,21.0
AS,AS,,DQ808102.1.1318,0.5429553597436594,0.5037640238724971,0.6638886247175313,-0.16012460084503422,68,180.0
AS,AS,,ET506450.1.1258,0.5399308627607383,0.527150196411808,0.5793683474945802,-0.05221815108277217,69,552.0
AS,AS,,KX130890.1.1202,0.5394895627362855,0.4366421785559093,0.8568472053500175,-0.42020502679410815,70,36.0
AS,AS,,KJ412982.1.1209,0.5354187002041625,0.5272186107578347,0.5607218333528311,-0.033503222594996385,71,727.0
AS,AS,,MH355962.1.1200,0.5347938286911914,0.5783040391666469,0.40053375065264324,0.17777028851400362,72,157.0
AS,AS,,FJ362935.1.1246,0.5332657516138278,0.5301331517586766,0.5429320597382944,-0.012798907979617802,73,922.0
AS,AS,,ET469265.1.1262,0.5301869379534485,0.3985042654103044,0.9365220418008643,-0.5380177763905598,74,19.0
AS,AS,,EF071211.1.1211,0.5263642681392748,0.530211134330599,0.5144939381774748,0.01571719615312417,75,889.0
AS,AS,,FJ363658.1.1358,0.5251741381084144,0.5171069259767541,0.5500672498289662,-0.03296032385221204,76,736.0
AS,AS,,FJ753830.1.1232,0.5247035056546573,0.5208549373050859,0.5365790879904775,-0.01572415068539157,77,888.0
AS,AS,,FJ369308.1.1240,0.5220544180491189,0.5203597079041544,0.5272838093535809,-0.006924101449426456,78,979.0
AS,AS,,HQ781028.1.1329,0.5216708567626535,0.35154886266678254,1.0466187242584835,-0.6950698615917009,79,12.0
AS,AS,,DQ804326.1.1231,0.5199052542787673,0.4831942956280997,0.633184783829399,-0.14999048820129934,80,200.0
AS,AS,,KR185326.1.1423,0.5155358360948508,0.5820579370572011,0.31026763883959835,0.27179029821760275,81,78.0
AS,AS,,AF132280.1.1277,0.509563598656174,0.4459497207866055,0.705857850367985,-0.2599081295813795,82,84.0
AS,AS,,LC342993.1.1200,0.5074423565948545,0.5010097036482437,0.5272916856872533,-0.026281982039009555,83,805.0
AS,AS,,KP966092.1.1345,0.5057837637619627,0.5075535419149404,0.5003227340327742,0.007230807882166235,84,977.0
AS,AS,,FJ371857.1.1374,0.5034290461193374,0.38700958403535846,0.8626662434070438,-0.47565665937168533,85,25.0
AS,AS,,DQ809079.1.1285,0.49449824542387216,0.5113998798101251,0.44234463074629143,0.0690552490638337,86,453.0
AS,AS,,LARF01000109.1.1225,0.4928478771065644,0.5073572069043925,0.4480762308732665,0.059280976031125976,87,510.0
AS,AS,,ABQC02000019.758957.760260,0.4903006118116931,0.4888230999250246,0.49485979134769875,-0.006036691422674156,88,987.0
