otu,mean_rank,mean_abs,mean_signed
KF084610.1.1355,1.0,0.007672069658315239,0.007672069658315239
JN004064.1.1431,2.0,0.007186013166709072,0.007186013166709072
JX048331.1.1329,3.0,0.006619197675764115,0.006619197675764115
DQ809255.1.1206,4.0,0.0050476931339520185,-0.0050476931339520185
DQ797836.1.1210,5.0,0.004222188452647665,-0.004222188452647665
DQ807295.1.1342,6.0,0.004035653415547496,0.004035653415547496
MH813973.1.1314,7.0,0.003550823525858508,0.003550823525858508
HQ793846.1.1251,8.0,0.003367195646440508,0.003367195646440508
FJ364454.1.1206,9.0,0.0032498422006900997,-0.0032498422006900997
JX095988.1.1318,10.0,0.0031301534296148785,0.0031301534296148785
KJ412985.1.1234,11.0,0.003080469328524239,0.003080469328524239
HQ766049.1.1250,12.0,0.0030221022231893702,0.0030157329938892406
GQ448970.1.1284,13.0,0.0029377909351065534,0.0029377909351065534
AY850535.1.1224,14.0,0.0028540952372351266,0.002805572790567549
KY003111.1.1207,15.0,0.0028027499260701583,0.0027819152662827908
AJ234058.1.1367,16.0,0.0025218253746792808,0.0025218253746792808
FJ372102.1.1322,17.0,0.002450167032222223,0.002450167032222223
DQ802353.1.1286,18.0,0.0024071648469426938,-0.0024071648469426938
DQ807031.1.1284,19.0,0.0024045667895417787,-0.0024045667895417787
FJ557701.1.1386,20.0,0.0023447202069171225,0.0023447202069171225
JQ455365.1.1268,21.0,0.002302822635765099,-0.002302822635765099
JX096007.1.1204,22.0,0.002280487067580512,0.002280487067580512
KF722436.1.1288,23.0,0.0022626201315529312,-0.0022626201315529312
FJ503081.1.1238,24.0,0.0022425146666704156,0.0022425146666704156
EF071253.1.1234,25.0,0.0021545959715293397,-0.0021545959715293397
DQ441283.1.1315,26.0,0.0021177695486425565,0.0021177695486425565
DQ808288.1.1299,27.0,0.0020543672120659448,0.0020543672120659448
FJ371191.1.1358,28.0,0.002025592752087703,-0.002025592752087703
LARF01000109.1.1225,29.0,0.0019738445693313783,-0.001964812867624067
FJ365668.1.1209,30.0,0.001972369523970999,-0.001972369523970999
