otu,mean_rank,mean_abs,mean_signed
DQ799182.1.1290,1.0,0.025575034209685876,-0.025575034209685876
KF084610.1.1355,2.0,0.022062701584136427,0.022062701584136427
HQ794629.1.1311,3.0,0.018690579508915894,0.018690579508915894
JQ455259.1.1251,4.0,0.01644197411815756,-0.01644197411815756
JQ467142.1.1299,5.0,0.014945915206157213,0.014945915206157213
HK694993.1.1204,6.0,0.013297837274746973,0.013297837274746973
FJ366406.1.1235,7.0,0.013046401351108627,-0.013046401351108627
DQ800246.1.1225,8.0,0.012357031953159141,-0.012357031953159141
AM943044.1.1276,9.0,0.01185609153481015,-0.01185609153481015
KX389980.1.1206,10.0,0.011387176986746801,-0.011387176986746801
JQ451979.1.1251,11.0,0.009002799474270533,0.009002799474270533
DQ808480.1.1376,12.0,0.008598164946512466,-0.008598164946512466
FJ371191.1.1358,13.0,0.008479541848575089,-0.008479541848575089
JX095586.1.1229,14.0,0.008404633167648237,-0.008404633167648237
AY992211.1.1268,15.0,0.008315630838535294,-0.008315630838535294
JQ449887.1.1241,16.0,0.0069961048354328734,0.0069961048354328734
ABQC02000019.758957.760260,17.0,0.006923642757159948,-0.006923642757159948
AB733112.1.1328,18.0,0.006894424039507443,0.006894424039507443
KX130890.1.1202,19.0,0.006578052096237083,0.006578052096237083
GQ448970.1.1284,20.0,0.006576728899117238,0.006576728899117238
KF842080.1.1260,21.0,0.006491470089270179,-0.006491470089270179
HG800468.1.1200,22.0,0.006357262186558376,0.006357262186558376
FJ032489.1.1260,23.0,0.006204455972266831,-0.006204455972266831
DQ807131.1.1283,24.0,0.005978748295230392,-0.005978748295230392
EF451624.1.1246,25.0,0.005802593349970645,-0.005802593349970645
FJ382054.1.1201,26.0,0.005720685993742898,-0.005720685993742898
DQ824266.1.1288,27.0,0.005574998510937608,-0.005574998510937608
MH813973.1.1314,28.0,0.005494247383055998,0.005494247383055998
JX048331.1.1329,29.0,0.005424342298420692,0.005424342298420692
FJ372102.1.1322,30.0,0.005096076528301294,0.005096076528301294
