otu,mean_rank,mean_abs,mean_signed
FJ369668.1.1239,1.0,0.007548953816253,-0.007548953816253
GQ491160.1.1334,2.0,0.007214503199696328,0.007214503199696328
ACBX02000025.1.1217,3.0,0.00676713716855395,-0.00676713716855395
FJ382054.1.1201,4.0,0.006708899773900196,-0.006708899773900196
DQ803441.1.1240,5.0,0.0063145374849619814,-0.0063145374849619814
FJ362935.1.1246,6.0,0.005656556392606626,-0.005656556392606626
KF842080.1.1260,7.0,0.005430431487377218,-0.005430431487377218
JQ467804.1.1375,8.0,0.005295484909497618,0.005295484909497618
KX792217.1.1200,9.0,0.00491523384207422,0.00491523384207422
KY658480.1.1210,10.0,0.0044544349713652445,0.0044544349713652445
DQ824266.1.1288,11.0,0.004423498582422969,-0.004423498582422969
DQ809255.1.1206,12.0,0.004319158649646076,-0.004319158649646076
JQ465376.1.1220,13.0,0.004123829082981388,0.003997529462617295
EU475866.1.1292,14.0,0.004088338408008045,-0.004088338408008045
FJ367633.1.1229,15.0,0.004001566598126973,-0.004001566598126973
EU776550.1.1288,16.0,0.0039269430303980465,-0.0039269430303980465
JQ467788.1.1220,17.0,0.003677496312009496,0.003677496312009496
EU771897.1.1262,18.0,0.0036762712825476533,-0.0036762712825476533
FJ364454.1.1206,19.0,0.003570161153113111,-0.003570161153113111
EU156766.1.1269,20.0,0.0035460940475977158,0.0035460940475977158
DQ794179.1.1290,21.0,0.003545600823724843,-0.003545600823724843
DQ796280.1.1284,22.0,0.0034548109406050036,-0.0034548109406050036
AF153858.1.1349,23.0,0.0034052493979334314,-0.0034052493979334314
AY947496.1.1209,24.0,0.0032552145118108925,0.0032552145118108925
HK693740.1.1297,25.0,0.0032184964543565033,-0.0032184964543565033
HQ808998.1.1217,26.0,0.0031404253522611136,-0.0031404253522611136
EU473498.1.1210,27.0,0.0031385314121580876,-0.0031385314121580876
DQ808123.1.1242,28.0,0.0031104994406571077,0.0031104994406571077
DQ807031.1.1284,29.0,0.003003041490868706,-0.003003041490868706
GQ493973.1.1202,30.0,0.0029895708992068388,-0.0029895708992068388
