otu,mean_rank_diff,case_minus_control,enrichment
ET764936.1.1278,1.0,0.47400471813410594,0.7586021893304276
DQ800246.1.1225,2.0,-0.42385348910079723,0.40403237392886554
ET458691.1.1268,3.0,-0.3680811934915065,0.6506518137898759
JQ455259.1.1251,4.0,-0.3401121017187886,0.5785270270744571
ET777398.1.1280,5.0,-0.29041707847850606,0.5596967552140278
ET469870.1.1209,6.0,-0.28833199175571145,0.3735609640202379
ET761920.1.1356,7.0,0.266996201641152,0.45647312524775974
ET475866.1.1292,8.0,-0.26069590517994023,1.2887998712063797
ET763235.1.1354,9.0,0.247670699613258,0.5139001201993526
DQ799182.1.1290,10.0,-0.23695332082662462,0.3285567373680092
ET767243.1.1365,11.0,0.23422339016064478,0.282629354513815
ET530381.1.1295,12.0,0.23169823342504903,0.22150435672161645
ET778886.1.1279,13.0,-0.21529961076473186,0.30807391871586265
ET765776.1.1276,14.0,-0.20813590245057031,0.36674868351614626
JQ460118.1.1339,15.0,0.2062576989538518,0.15439581919254003
ET765395.1.1357,16.0,0.20249938675492124,0.455638940129668
ET767240.1.1347,17.0,-0.18688957345828128,0.5898206062116208
ET462221.1.1287,18.0,-0.17595777413086255,0.1926834979063064
JQ467834.1.1286,19.0,0.17346118814494949,0.2067424554313419
ET462408.1.1305,20.0,-0.16987131213486345,0.48713620767078747
DQ809347.1.1291,21.0,0.1598634047203517,0.32588025364684625
GQ047146.1.1361,22.0,0.15840936480040163,0.28406788220113505
GQ014215.1.1357,23.0,0.1559101246146069,0.20891253019100312
DQ800941.1.1376,24.0,-0.15313614189312286,0.18240254992323668
DQ802353.1.1286,25.0,-0.15290282838926467,0.18682683055195767
ET468499.1.1202,26.0,0.15145529578680175,0.25976859776062533
DQ793742.1.1312,27.0,-0.15121600441349398,0.17902659300400636
ET775003.1.1274,28.0,-0.14991124044333642,0.18192085894428456
ACCF01000268.3369.4627,29.0,0.1498129047342863,0.24563242285184428
FJ371750.1.1233,30.0,-0.144908862387858,0.15283922439618514
