otu,mean_rank_diff,case_minus_control,enrichment
FJ557734.1.1287,1.0,1.0548485614051106,0.5647613771901927
JQ467142.1.1299,2.0,0.8434040010270221,0.6205458315832597
JQ467804.1.1375,3.0,0.7320043776661713,0.35409283430671934
AJ239312.1.1355,4.0,0.35275894682510245,0.2396147199720499
FJ792537.1.1368,5.0,0.3508979871557904,0.15154793860737664
GQ491160.1.1334,6.0,0.2989607838933389,0.2856767526884873
FJ947528.1.1381,7.0,0.2661812581050617,0.16568808404233976
JQ466159.1.1285,8.0,0.2610926597425601,0.12208609474280264
JQ449887.1.1241,9.0,0.2566104019016195,0.5005471339547083
FJ367645.1.1320,10.0,0.2548253808175852,0.18127662693251687
KF843440.1.1336,11.0,0.24426395019104472,0.33151215892415536
KF101798.1.1358,12.0,0.24239883448359645,0.11323133982902198
FJ369196.1.1353,13.0,-0.23580766448683663,0.16964662653606608
FN178464.1.1428,14.0,0.21207371257601987,0.09054758844875647
KF100359.1.1360,15.0,0.20095556348251722,0.149954521797698
DQ794702.1.1380,16.0,0.19946803664451856,0.25378704662495133
GQ014737.1.1357,17.0,0.1921235323787057,0.12650758065203574
JQ186387.1.1365,18.0,-0.18743370312733135,0.11130009063847336
X55410.1.1333,19.0,0.18527232700078322,0.10501274391862488
HQ766049.1.1250,20.0,-0.18521286969357093,0.1566592873326676
AM419999.1.1277,21.0,0.18451987823055954,0.08268319248082966
JF110835.1.1384,22.0,-0.17886045595883499,0.13699380777755074
ET761920.1.1356,23.0,-0.1735934746822319,0.332904860979077
ET530381.1.1295,24.0,-0.17316844302214274,0.4228922429702382
KY003111.1.1207,25.0,-0.17079671741943211,0.15841895541924006
JX096007.1.1204,26.0,0.17035585984257975,0.10527379793233796
GQ006702.1.1361,27.0,0.15997058134103975,0.06729788264811008
GQ014747.1.1357,28.0,0.15030238286895048,0.08557798301729198
JQ460153.1.1289,29.0,0.15002319053888521,0.2115548059230867
JX095969.1.1221,30.0,-0.14888318732720196,0.12039980257031153
