otu,mean_rank_diff,case_minus_control,enrichment
GQ491160.1.1334,1.0,0.5561946689734438,0.5073849287303496
FJ681576.1.1393,2.0,0.5346144606237611,0.4965214895880005
ET776534.1.1214,3.0,0.5022351206521851,0.4558830075369969
HM294795.1.1361,4.0,0.4685337461060851,0.29214929900494874
AY212767.1.1222,5.0,-0.45755079456567826,0.20850415954891668
KF722190.1.1261,6.0,0.4551515350875097,0.4477618387063404
AF338413.1.1408,7.0,0.4514541505345697,0.2818419505592867
ET774491.1.1289,8.0,0.4407459720939777,0.43588773494829247
ET472436.1.1216,9.0,-0.39730314574168274,0.18104953476836175
KH493948.1.1328,10.0,0.38478477303364655,0.20943981317021268
ET765003.1.1353,11.0,-0.37062437477839005,0.36581907693738386
ET777577.1.1211,12.0,-0.3690909595958157,0.2235944468665815
EF519868.1.1382,13.0,0.3687112563417849,0.2006909369961614
GQ358260.1.1206,14.0,0.3577400413839966,0.3627670704706288
KT324908.1.1207,15.0,-0.3412971860250593,0.8788468524919445
JQ467804.1.1375,16.0,0.3411396188665166,0.20142577644107218
ET771897.1.1262,17.0,-0.33140650239414965,0.5632250600450297
JF797519.1.1303,18.0,0.33102721437333255,0.21045618331873248
ET764805.1.1340,19.0,-0.32928107168809256,0.3282323481633492
KF589293.1.1200,20.0,0.32029467185714844,0.2439972508128537
ET774350.1.1258,21.0,-0.305837548517764,0.7091438331028664
JQ455437.1.1278,22.0,0.2994291488527664,0.36690812564256897
KF101798.1.1358,23.0,0.29585694593887446,0.19773792012465455
ET764936.1.1278,24.0,-0.27440995372144705,0.7334137825138574
ET762155.1.1287,25.0,-0.27324368269596044,0.32259532055913454
ET467714.1.1256,26.0,-0.2710724798833657,0.6634097765333387
FJ558430.1.1233,27.0,0.2709227114631158,0.36075603727953465
ET778663.1.1260,28.0,-0.2674090989668103,0.12185731092158446
ET467430.1.1257,29.0,-0.2643502683873759,0.4596042380115803
JX222461.1.1361,30.0,0.26362686626507276,0.18008261207795215
