otu,mean_rank_diff,case_minus_control,enrichment
MH813973.1.1314,1.0,1.6008962402561897,1.6369643781761862
JQ467804.1.1375,2.0,1.4949826758657834,1.1307824764084375
FJ975930.1.1341,3.0,1.4238616359584637,0.9771280141775092
FJ983115.1.1241,4.0,0.6646823917747597,0.8322854742422984
JX095999.1.1410,5.0,0.6431968930941239,0.3188019383162179
MH685147.1.1453,6.0,0.564703945424232,0.32740375599659394
JN004064.1.1431,7.0,0.5425049231359381,0.5928221308842615
AY985264.1.1386,8.0,0.5133700068417647,0.25445295991287464
MG245801.1.1200,9.0,0.5051333824690623,0.6189706578754577
GQ897955.1.1488,10.0,-0.49825547993983993,0.25129406814357147
JQ460175.1.1343,11.0,-0.4764201726367815,0.5953228570121016
FJ364835.1.1389,12.0,0.4745145281059402,0.23519415740903124
FJ558238.1.1275,13.0,0.46848372351572226,0.23220497600344495
X65935.1.1488,14.0,-0.37770592593972907,0.25691805864853845
EF434343.1.1369,15.0,0.36026338855640533,0.2142347880406305
FJ032587.1.1219,16.0,0.3582056674244344,0.42552429460325664
HM317142.1.1384,17.0,-0.3550830785970902,0.29528535786363214
JX678705.1.1388,18.0,0.354388493416301,0.20166258835942363
AY982398.1.1375,19.0,-0.352243975623298,0.17765348335783726
KF089553.1.1340,20.0,-0.34970079838781454,0.3722931356507141
MH447050.1.1256,21.0,0.3496935593602322,0.20744030469757727
FJ557734.1.1287,22.0,0.34189495912355783,0.3293835706026268
FN547980.1.1210,23.0,0.33900963790666494,1.3170150610410771
MF188186.1.1280,24.0,-0.3206299382140499,0.16170901231665125
HL283484.1.1209,25.0,-0.3184992729313876,1.2666089453363067
FJ364770.1.1339,26.0,0.3074002305115323,0.24568091152569926
DQ366691.1.1269,27.0,0.28907522414893355,0.5695528473492469
KH493948.1.1328,28.0,-0.28634687816726007,0.40191029295851677
JF703604.1.1513,29.0,-0.27703280340536923,0.13972089215227318
FATJ01000006.3367.4875,30.0,0.2703953417523473,0.2668781650250742
