otu,mean_rank,mean_abs,mean_signed
ACBX02000025.1.1217,1.0,0.007228195789262251,-0.007228195789262251
DQ824266.1.1288,2.0,0.0054073792630894586,-0.0054073792630894586
JQ465376.1.1220,3.0,0.004651498130719292,0.004651498130719292
FJ367633.1.1229,4.0,0.004472706680983136,-0.004472706680983136
FJ509926.1.1367,5.0,0.004285455906079731,-0.004285455906079731
FJ366493.1.1298,6.0,0.004101376587024866,-0.004101376587024866
HK693740.1.1297,7.0,0.003955915664378431,-0.003955915664378431
DQ809069.1.1219,8.0,0.003948804727525386,-0.003948804727525386
AF153858.1.1349,9.0,0.003933996065165913,-0.003933996065165913
KX792217.1.1200,10.0,0.003929131736589669,0.003929131736589669
DQ796280.1.1284,11.0,0.0037789438491453945,-0.0037789438491453945
HK240553.1.1243,12.0,0.003666419716240522,-0.003666419716240522
KF842080.1.1260,13.0,0.003666038099997628,-0.0036642177611866797
HQ807131.1.1274,14.0,0.003493948453178084,0.003493948453178084
GQ491160.1.1334,15.0,0.0034875510600027373,0.0034875510600027373
FJ369668.1.1239,16.0,0.0032855888641720177,-0.0032855888641720177
HQ802530.1.1345,17.0,0.0032291390514191864,0.0032291390514191864
DQ799308.1.1322,18.0,0.003208696458054849,0.003208696458054849
DQ794709.1.1288,19.0,0.0031169192092371785,0.0031169192092371785
DQ809347.1.1291,20.0,0.0030768629042241323,0.0030768629042241323
GQ492382.1.1289,21.0,0.003038390891630622,-0.003038390891630622
FJ382054.1.1201,22.0,0.002965829481758695,-0.0029649428380878664
FJ032489.1.1260,23.0,0.0028652032231904385,-0.0028652032231904385
DQ794179.1.1290,24.0,0.0027879403353087404,-0.0027879403353087404
KF101960.1.1354,25.0,0.0027869737594252266,0.0027869737594252266
GQ493585.1.1250,26.0,0.0027777618086204264,0.0027777618086204264
KF100217.1.1350,27.0,0.00245048429440873,-0.00245048429440873
DQ796216.1.1275,28.0,0.002436997380873164,-0.002436997380873164
KT780158.1.1201,29.0,0.002411509241233875,0.002411509241233875
ABQC02000019.758957.760260,30.0,0.0024096356032594327,-0.0024096356032594327
