otu,mean_rank,mean_abs,mean_signed
MH813973.1.1314,1.0,0.012910576472047167,0.012910576472047167
JX048331.1.1329,2.0,0.009838105227928228,0.009838105227928228
JF057160.1.1343,3.0,0.00872817109510173,0.00872817109510173
MF510818.1.1227,4.0,0.008625016550406487,0.008625016550406487
FJ364934.1.1401,5.0,0.008409529545928877,0.008409529545928877
AY850516.1.1219,6.0,0.008219469786560858,-0.008219469786560858
DQ809255.1.1206,7.0,0.008203956060638973,-0.008203956060638973
JQ460175.1.1343,8.0,0.006365574150729203,0.006365574150729203
MG245801.1.1200,9.0,0.0061636858612717825,0.0061636858612717825
DQ803256.1.1283,10.0,0.005878893561497353,0.005878893561497353
KX130890.1.1202,11.0,0.0058102250939525086,0.0058102250939525086
ABQC02000019.758957.760260,12.0,0.005754135920141634,-0.005754135920141634
HQ806883.1.1241,13.0,0.005730950426666236,-0.005730950426666236
DQ795411.1.1205,14.0,0.005720002309175104,0.005720002309175104
KX792217.1.1200,15.0,0.005656005075294219,0.005656005075294219
AY911443.1.1200,16.0,0.005460816391389536,0.005460816391389536
HE582905.1.1233,17.0,0.005431069411935799,-0.005431069411935799
GQ491939.1.1201,18.0,0.004936187830869821,-0.004936187830869821
JX096007.1.1204,19.0,0.004721000643054561,0.004721000643054561
KX792215.1.1201,20.0,0.00454392572487566,0.00454392572487566
KX787760.1.915,21.0,0.0045434890445662105,0.0045434890445662105
LARF01000109.1.1225,22.0,0.004403884806945464,-0.004403884806945464
MF464539.1.1400,23.0,0.0042750743230583355,0.0042750743230583355
JQ467804.1.1375,24.0,0.004195576599653194,0.004195576599653194
ABIY02000114.1.1263,25.0,0.004018778513914919,-0.004018778513914919
JN004064.1.1431,26.0,0.003966609020766294,0.003966609020766294
FJ366838.1.1357,27.0,0.003912359105004708,0.003912359105004708
MH685147.1.1453,28.0,0.003897452537678015,0.003897452537678015
KY795327.1.1204,29.0,0.0036996136905692745,0.0036996136905692745
JN698650.1.1277,30.0,0.0036986712865244944,0.0036986712865244944
