otu,mean_rank,mean_abs,mean_signed
DQ809255.1.1206,1.0,0.006722826297582411,-0.006722826297582411
MH813973.1.1314,2.0,0.006068542158155718,0.006068542158155718
JX048331.1.1329,3.0,0.005661017992423655,0.005661017992423655
EF071253.1.1234,4.0,0.004228087413153753,-0.004228087413153753
KY003111.1.1207,5.0,0.004161702205071914,-0.004158213849866869
DQ796193.1.1249,6.0,0.00414560192534324,-0.00414560192534324
FJ364454.1.1206,7.0,0.0036540636405276946,-0.0036540636405276946
JX095969.1.1221,8.0,0.0035534009635519257,-0.0035534009635519257
GQ492470.1.1319,9.0,0.003552299939986203,0.003552299939986203
FJ364934.1.1401,10.0,0.0035309590543477834,0.0035309590543477834
KF084610.1.1355,11.0,0.0035083923770336993,0.0035083923770336993
DQ824464.1.1271,12.0,0.003404861895975185,0.003404861895975185
DQ799352.1.1291,13.0,0.003334683350030021,-0.003334683350030021
LARF01000109.1.1225,14.0,0.00329258070797121,-0.003285431141630893
DQ809950.1.1293,15.0,0.0032219083825485765,-0.0032219083825485765
JN004064.1.1431,16.0,0.003192841311094056,0.003192841311094056
DQ824197.1.1281,17.0,0.0031217417345261443,-0.0031217417345261443
DQ803441.1.1240,18.0,0.002965358852162014,-0.002965358852162014
FJ363133.1.1363,19.0,0.0029529743746951344,-0.0029529743746951344
DQ441339.1.1318,20.0,0.0029396639832915544,-0.0029396639832915544
KX792217.1.1200,21.0,0.002749120207162802,0.002749120207162802
MG245801.1.1200,22.0,0.002714004478554355,0.002714004478554355
HQ806883.1.1241,23.0,0.0026719979467209995,-0.0026719979467209995
KX881777.1.1230,24.0,0.0025989499632809365,0.0025989499632809365
AY850463.1.1224,25.0,0.0025062919944693063,-0.002402457081764348
AJ234058.1.1367,26.0,0.0024701553777161057,0.0024701553777161057
MF464539.1.1400,27.0,0.002435731122102148,0.002435731122102148
DQ793742.1.1312,28.0,0.0023757545823989007,-0.0023757545823989007
JX096007.1.1204,29.0,0.002350112220980685,0.002350112220980685
AY850535.1.1224,30.0,0.002324944636347149,-0.0022286790511493607
