otu,mean_rank,mean_abs,mean_signed
JQ522962.1.1258,1.0,0.019180218457435803,0.019180218457435803
DQ807243.1.1327,2.0,0.006020158395657839,-0.006020158395657839
FJ372102.1.1322,3.0,0.0052163713526484625,0.0052163713526484625
HQ792054.1.1446,4.0,0.005115072991483912,0.005115072991483912
DQ800956.1.1278,5.0,0.004217282773908939,-0.004217282773908939
JX048342.1.1227,6.0,0.0037890291541219684,-0.0037890291541219684
GQ491160.1.1334,7.0,0.0037375344883546005,0.0037375344883546005
FJ366501.1.1310,8.0,0.0035890726589512165,-0.0035890726589512165
FJ362935.1.1246,9.0,0.003380139171748674,-0.003380139171748674
HQ802530.1.1345,10.0,0.003087529864375411,0.003087529864375411
FJ371179.1.1259,11.0,0.0029337377841389036,-0.0029337377841389036
KF101960.1.1354,12.0,0.0028772024346223873,0.0028772024346223873
GQ491939.1.1201,13.0,0.0028178782448362344,-0.0028178782448362344
HK694993.1.1204,14.0,0.0025955062501736323,0.0025955062501736323
DQ824266.1.1288,15.0,0.002578899245791359,-0.002578899245791359
HQ806883.1.1241,16.0,0.002547077492435931,-0.002547077492435931
FJ372349.1.1359,17.0,0.0025282595362800296,-0.0025282595362800296
DQ794709.1.1288,18.0,0.002506635173596988,0.002506635173596988
ACBX02000025.1.1217,19.0,0.002504333813062053,-0.002504333813062053
KF842603.1.1378,20.0,0.0024868626490115254,0.0024868626490115254
DQ809255.1.1206,21.0,0.0023175106235701847,-0.0023175106235701847
JF173891.1.1387,22.0,0.0022728208549724674,-0.0022728208549724674
FJ369668.1.1239,23.0,0.002249712129088588,-0.002249712129088588
FJ363916.1.1362,24.0,0.002193429489621937,0.002193429489621937
DQ795266.1.1352,25.0,0.0021015571063882944,0.0021015571063882944
DQ803545.1.1390,26.0,0.0020408715190572547,0.0020408715190572547
FJ372235.1.1260,27.0,0.0020170943377287613,-0.0020170943377287613
FJ678732.1.1279,28.0,0.001973178501871781,-0.001973178501871781
DQ804982.1.1277,29.0,0.001967610654231306,0.001967610654231306
FJ367633.1.1229,30.0,0.0018930269493383507,-0.0018930269493383507
