otu,mean_rank,mean_abs,mean_signed
DQ809255.1.1206,1.0,0.008949105766369375,-0.008949105766369375
JX048331.1.1329,2.0,0.007581134889200478,0.007581134889200478
HQ766049.1.1250,3.0,0.007564072685501765,0.007564072685501765
FJ364454.1.1206,4.0,0.006938632270175497,-0.006938632270175497
JQ455365.1.1268,5.0,0.006562951513885255,-0.006562951513885255
EF071253.1.1234,6.0,0.006508840846036939,-0.006508840846036939
KY003111.1.1207,7.0,0.00552428831502481,0.00552428831502481
KJ412985.1.1234,8.0,0.00531918123255497,0.00531918123255497
JX048356.1.1310,9.0,0.005228906379842955,0.005228906379842955
EF096145.1.1253,10.0,0.005142558283782427,0.005142558283782427
KC160493.1.1379,11.0,0.004612391117445985,0.004612391117445985
FJ032391.1.1254,12.0,0.004609601779213598,-0.004609601779213598
DQ807295.1.1342,13.0,0.004431171642808611,0.004431171642808611
AY850535.1.1224,14.0,0.004414362963969689,0.004414362963969689
DQ800211.1.1202,15.0,0.004282903414028825,-0.004282903414028825
DQ799477.1.1287,16.0,0.004158292098044282,0.004158292098044282
AY653235.1.1324,17.0,0.004011641624753279,0.004011641624753279
JX048342.1.1227,18.0,0.00395759418889669,-0.00395759418889669
FJ558430.1.1233,19.0,0.0037863046843557816,0.0037863046843557816
DQ795411.1.1205,20.0,0.0037803827769087375,0.0037803827769087375
HQ794846.1.1268,21.0,0.0035481682947980328,0.0035481682947980328
DQ824464.1.1271,22.0,0.0034821055396103582,0.0034821055396103582
FJ362935.1.1246,23.0,0.00348159273957023,-0.00348159273957023
DQ803256.1.1283,24.0,0.003460893068179166,0.003460893068179166
LARF01000109.1.1225,25.0,0.0032114674878170927,-0.0032114674878170927
AY985764.1.1362,26.0,0.003202766427682348,0.003202766427682348
HQ760907.1.1439,27.0,0.0031754729333352306,0.0031754729333352306
HQ754370.1.1215,28.0,0.0031266303563680497,-0.0031266303563680497
JQ185418.1.1353,29.0,0.002884452278202111,0.002884452278202111
DQ441283.1.1315,30.0,0.00269592697378132,0.00269592697378132
