otu,mean_rank_diff,case_minus_control,enrichment
KJ874032.1.1319,1.0,-0.6751981767014057,0.1965696753947423
KJ874096.1.1303,2.0,-0.5985017042995395,0.21642960250980883
JQ467804.1.1375,3.0,0.5744589543713214,0.723516739638068
FJ557734.1.1287,4.0,0.5066037573166582,0.45372138975442233
JN657222.1.1286,5.0,-0.505406522645024,0.17148483242208956
KM978308.1.1527,6.0,-0.4864375399194895,0.21110435999780994
GQ491419.1.1322,7.0,-0.4381381313210335,0.2808287490400115
GQ014737.1.1357,8.0,-0.4262609441233576,0.1800120137954912
EU776550.1.1288,9.0,-0.4162282470621304,0.40084162181417565
HK557112.1.1272,10.0,-0.3945348348910432,0.5676128305828383
GU432132.1.1203,11.0,-0.3911335505617486,0.8269277525840213
KF096013.1.1247,12.0,-0.3890921500626183,0.3703849953781723
DQ794702.1.1380,13.0,-0.3767437424125217,0.1350865191110579
KF100146.1.1366,14.0,-0.3624418773999275,0.12427533340447718
JQ449887.1.1241,15.0,0.3242124545632503,0.6937595326063704
GQ491354.1.1233,16.0,-0.3239984378198144,0.31461355767815496
DQ798020.1.1303,17.0,-0.3239936193570391,0.15597150849757604
JF101079.1.1256,18.0,-0.3229801647123013,0.19679431614997311
JQ460153.1.1289,19.0,-0.3213484072807207,0.27584070156280693
KU881628.1.1200,20.0,-0.3168689312176788,0.23671612045952722
KF098872.1.1350,21.0,-0.3090096987366646,0.15330932878176928
FAUJ01000006.3367.4875,22.0,-0.3025178748321435,0.4412190763208784
JX030308.1.1232,23.0,-0.2967231542702781,0.3560947514610959
JQ457149.1.1334,24.0,-0.29236975998726156,0.08126653240921242
EF071318.1.1509,25.0,-0.29056781265825815,0.13088518032765517
JQ467788.1.1220,26.0,0.2877913024158125,0.27713340919356944
GQ004007.1.1340,27.0,-0.28600443580856605,0.12127291550112533
GQ031841.1.1347,28.0,-0.2784822309250051,0.11451885925733689
KP330262.1.1200,29.0,-0.27679219064720884,0.10418468227949258
GQ014659.1.1348,30.0,-0.275133741563132,0.13439897712033194
