,label,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99
ERR2172357,1,0.28138838122997967,1.0718806151832854,0.40058558753558565,-0.3951152669531958,0.14770242252520152,-0.5479496036257062,0.04026411686624799,-0.2772629292947905,-0.1984231663601739,0.20453259774616786,-0.14413032767229847,-0.3353246689907142,-0.3215628521783011,0.2146943626659257,-0.06027483514377049,0.04362185086522784,-0.44287940114736557,0.3170966165406363,0.030120336317590306,0.06269888140793357,0.15812537925583975,0.20694237734590257,0.20999837134565627,-0.23241300827690534,0.03551625620041575,0.0853113319192614,0.11991400378090995,-0.05972983155931745,0.23068918074880326,-0.5575353460652488,0.24840161789740836,-0.1801671784903322,0.7489507815667561,0.1957874106509345,0.5132783821650914,0.05306757454361234,0.19335872573511942,-0.8404460677078792,0.03668776260954993,0.36790343054703306,-0.03628191777638027,0.12258238877568926,-0.06422929040023259,-0.5598430803843907,-0.27210208773612976,-0.25316721946001053,0.1454682078744684,0.29787309042045046,0.0949069234941687,0.23477209891591752,-0.17985124247414724,-0.25972819093814387,-0.6832602385963712,0.017116540244647434,-0.06124235689640045,0.15640934876033238,-0.3585738241672516,-0.23524241788046701,9.33664185660226e-06,-0.7557361381394523,-0.10794455025877271,0.5153866346393313,-0.35568635910749435,0.150768126228026,-0.3308787111725126,0.6242402142712048,0.03933094548327582,-0.28661119512149263,0.0027705814157213482,0.09084915369749069,0.05182805870260511,-0.6229104548692703,-0.1531002883400236,0.15385847645146505,-0.2604095941143377,-0.34489624415125164,0.3676102267844336,0.6939966550895146,-0.09187448663370949,-0.2139927095600537,-0.22956392408481666,0.06678650032595865,-0.027480334575687135,0.48775945816721233,0.45749651534216745,0.02128761793885912,0.060824224326227395,-0.3123081773519516,-0.31530279559748514,0.3860991575888225,-0.25682197351540836,-0.6619474520640714,-0.12479185632296971,0.2327213819537844,0.3377869405916759,-0.18915983608790807,0.20198367536067963,0.2218513744218009,0.20036997380001204,0.5911534173148019
ERR2172358,1,0.4407105871609279,0.9578134502683368,0.6335732000214713,-0.38430644624999594,0.282565016033394,-0.6231206059455872,0.009327484028679984,-0.3939449281564781,-0.13444787689617702,0.12219803281394499,0.13870577427691647,-0.45242990500160624,-0.4986933022737503,0.21198076701589993,0.006688172263758523,0.018722138234547207,-0.6656562983989716,0.1741296648979187,0.19226459520203726,-0.05859378565635,-0.0218498951622418,0.4933629631996155,0.24874778810356343,-0.2568424769810268,0.12028213696820396,0.12675123874630248,0.0049493930169514245,0.05876915369715009,0.4194872038705008,-0.617881138409887,0.3226202811513628,-0.27319695694105967,0.7065883672663144,0.1762775560574872,0.46397582654442104,-0.022643973252602985,0.23601854406297207,-0.7125642278364727,0.06397148541041783,0.2831998254571642,0.13049509642379625,0.11925719146217618,-0.11376353459698814,-0.518753495067358,-0.606482350400516,-0.13834136591425963,0.04286099544593266,0.1972212323120662,0.050167394535882134,0.5063464854444776,-0.16186506407601492,-0.29808254752840313,-0.6683455966413021,-0.10443469669137682,-0.1668832419174058,0.18162118989442075,-0.31536584134612766,0.06805719435214996,0.1412573339683669,-0.7703815698623657,0.17563478435788835,0.4365134933697326,-0.28724286385944914,0.022469876067978994,-0.6172786599823407,0.6197241044470242,0.0613736446414675,-0.5101475587912968,0.08512863347173802,0.05410832166671753,0.10229191609791347,-0.7513196170330048,-0.291902380330222,0.20317975112370082,-0.2140481514590127,-0.3783921407801764,0.3927667412374701,0.6804897018841335,0.07100247272423335,-0.1073922451053347,-0.13992399615900858,0.10671358874865941,-0.0016268747193472727,0.3459593972989491,0.30393224334277746,0.23214247822761536,0.21131580855165208,-0.14156800508499146,-0.34790192757334026,0.21858347779405968,-0.33090161425726755,-0.5376622804573604,-0.06797190649168831,0.27227394229599405,0.2832505192075457,-0.07087139572416033,-0.0767136663198471,-0.011599376797676086,0.03036160713859967,0.6688415237835476
ERR2172359,1,0.4697122871875763,0.971595266035625,0.5581790421690259,-0.39140098861285616,0.27493965652372154,-0.6219845243862697,0.007491882358278547,-0.3671535872189062,-0.10649628830807549,0.1942883836371558,0.03478553678308215,-0.4199222988848175,-0.45709232134478434,0.2240512375054615,-0.027517169713974,0.009452636752809798,-0.6133477985858917,0.16747297559465682,0.09873494266399316,-0.047586627304553986,0.029716849327087402,0.3564684625182833,0.21030252213988984,-0.23346982031528438,0.047438006315912516,0.06650713724749428,0.007989686514650072,0.00741390950445618,0.3835399065698896,-0.6146642693451473,0.3222977210368429,-0.20567831822804042,0.7255855564560209,0.25876697046416147,0.49845271185040474,-0.012087552675179072,0.2688426436590297,-0.7691976704767772,0.06136748194694519,0.30735552310943604,0.013815839508814471,0.14341701247862407,-0.11862093955278397,-0.49894329586199354,-0.47295902243682314,-0.18972558049218996,0.02286375846181597,0.2832975174699511,0.0706613574709211,0.42288071130003246,-0.17575041949748993,-0.26314019731112887,-0.6797687145216125,-0.06333200633525848,-0.133042967745236,0.15758075365530594,-0.36997967106955393,-0.09572686893599373,0.11054858352456774,-0.780899669442858,0.11995225719043187,0.49686206238610403,-0.34522263652512003,0.08300030763660159,-0.5150000314627375,0.6527499418173518,0.05622761483703341,-0.4274117967912129,-0.009676921580518996,0.018703181828771318,0.0787181087902614,-0.7373816328389304,-0.26693973370960783,0.2681425700097212,-0.2009705070938383,-0.29187430827213184,0.461927840752261,0.7130508593150547,0.03527267064367022,-0.20842486194201879,-0.14051907190254756,0.05770230719021389,-0.027251799191747392,0.3800774248582976,0.42183658267770496,0.1850431944642748,0.2203869436468397,-0.1637434789112636,-0.3562240792172296,0.21460933411227806,-0.2635008714028767,-0.610679349728993,-0.10972441520009722,0.28329448827675413,0.28097938214029583,-0.07990951516798564,-0.005599822316850934,0.03989059371607644,0.09057530760765076,0.6079842661108289
ERR2172360,1,0.3756995616214616,0.9571041507380349,0.5375750405447823,-0.41463462156908854,0.20957915830825055,-0.5555605718067714,0.003135429961340768,-0.33328629225226386,-0.12433307085718427,0.1808992326259613,-0.001388542354106903,-0.406422604407583,-0.400971029485975,0.21034569719008037,-0.022677089486803328,0.010503475155149187,-0.568597097482,0.2768185096127646,0.09174009838274547,0.007118364529950278,0.10898226073810033,0.2260433371577944,0.1789588157885841,-0.24151443437274014,0.02976535473551069,0.07259739296776908,0.0625814220735005,0.011204160749912262,0.33693166290010723,-0.5658855065703392,0.2747045787317412,-0.1833007846559797,0.6896517564143453,0.16574457819972718,0.517117549266134,0.06507182972771781,0.19631275215319224,-0.8044890324984278,0.04124636735234942,0.28879951366356443,-0.08440230786800385,0.14468467022691453,-0.07917939179709979,-0.5327202677893054,-0.42700913548469543,-0.17420445489031927,0.14072667168719427,0.23781607512916839,0.04123706477028983,0.38307737931609154,-0.16441342447485244,-0.2877816706895828,-0.6656509906585727,0.004233398607798985,-0.12536127546003886,0.18942510085513017,-0.38922253038202015,-0.15292713897568838,0.05540873961789267,-0.7454563208988735,0.057665546025548665,0.49261526124817984,-0.33686609672648565,0.12760351545044354,-0.46185019825186047,0.6644542459398508,0.04512355902365276,-0.3273310789040157,-0.023296464766774858,0.06474088132381439,0.06581101034368787,-0.6857273152896336,-0.25103209912776947,0.21003711223602295,-0.23238990296210563,-0.37908115131514414,0.45174400082656313,0.6554122226578849,-0.033766538969108036,-0.21981714240142278,-0.11134648489366684,0.01592340213911874,-0.05968656178031649,0.3726555087736675,0.4771133363246918,0.05587015620299748,0.13671369424888066,-0.17449107340403966,-0.37406711493219647,0.2768968152148383,-0.2142731568643025,-0.5495535773890359,-0.06990871684891838,0.30985829659870695,0.35261210799217224,-0.109628007880279,0.02583560347557068,0.12719600009066717,0.12600361076848848,0.6775691594396319
ERR2172361,1,0.4811073048040271,0.9642841730798993,0.5667235255241394,-0.36769724850143704,0.2729602201974818,-0.6054720708302089,-0.010144399745123727,-0.3852942872659436,-0.11110315471887589,0.15568506185497558,0.06632703223398753,-0.41499161986368044,-0.5005107117550713,0.22904489082949503,-0.014611850891794478,0.06590565001325947,-0.6426682429654258,0.17899265033858164,0.14594209726367677,-0.059548016105379374,0.013100543192454748,0.429165210042681,0.21024901952062333,-0.26489231629031046,0.10308619109647614,0.1119845083781651,-0.005356188331331525,0.0337984495397125,0.4063663525240762,-0.5979401064770562,0.3004924495305334,-0.2328381325517382,0.7133828735843833,0.21993015706539154,0.4970210843852588,-0.04347080045512745,0.26478371183787075,-0.7994665844099862,0.06167875017438616,0.2950138875416347,0.15112426025526865,0.139893685134926,-0.11908064889056343,-0.5069768742791244,-0.5289415940642357,-0.1825547477762614,0.0296029554946082,0.23151721698897226,0.08176872134208679,0.4662985833627837,-0.1738373956509999,-0.3081452080181667,-0.6691331703748021,-0.0864608713558742,-0.16932995298079082,0.12257487113986697,-0.3405758887529373,-0.020994641951152256,0.15283597899334772,-0.7799816238028663,0.14942039123603276,0.45277759219918934,-0.2953288384846279,0.035779786961419244,-0.5718106640768903,0.6294226178101131,0.046791716877903254,-0.45964230597019196,0.05099327649388995,0.036137795874050686,0.111687142934118,-0.7537396784339633,-0.30058897393090384,0.23802720861775534,-0.18360858517033712,-0.32027050639901844,0.47189903259277344,0.6522355718272073,0.016550070473126004,-0.17333847071443284,-0.13523944573743002,0.09212840029171535,-0.012429563062531608,0.36850497339453014,0.3912230698125703,0.23871673856462752,0.2239206369434084,-0.12583123786108835,-0.36093996252332416,0.2131268982110279,-0.29377039841243197,-0.604590288230351,-0.07544762747628349,0.26034499970929964,0.2429754137992859,-0.08179320075682231,-0.03943897783756256,0.02059366021837507,0.0687367527612618,0.6217282307999474
ERR2172362,1,0.4349767911647047,0.9834757660116468,0.5819104271275657,-0.3848526711974825,0.23216849891468883,-0.5946702361106873,-0.00025385618209838867,-0.36876625660806894,-0.11679264264447349,0.17008295868124282,0.07354709635754782,-0.45905836751418455,-0.4550763155732836,0.22836292375411307,-0.0075145917279379705,0.007741311831133706,-0.6099179557391575,0.20722180604934692,0.13934713176318578,-0.023596379905939102,0.05405070845569883,0.3572103274720056,0.2001912561910493,-0.24404884928039142,0.04370878849710737,0.06230310669967106,-0.0009560946907315936,0.010622562042304448,0.3443987923009055,-0.5997041038104466,0.29319226422480177,-0.18891513347625732,0.7251386418938637,0.2202056816646031,0.5038988616849694,0.02036891851041998,0.23893731430039875,-0.7557685204914638,0.04502443969249725,0.2891197417463575,0.012824226702962602,0.14507240722221987,-0.12211277615278959,-0.5122012591787747,-0.4924299621156284,-0.1631269816841398,0.04960163150514875,0.26128042169979643,0.060358021940503805,0.439903376357896,-0.144678995013237,-0.26318903267383575,-0.6453592535108328,-0.037177792617252896,-0.13335915974208287,0.15154928620904684,-0.3777954471962793,-0.07230029361588615,0.11230570077896118,-0.8009759613445827,0.09154575211661202,0.4866000605481012,-0.32241942094905035,0.09264129080942698,-0.5409474527197224,0.6423534503472703,0.050495877861976624,-0.4328788306031908,-0.004050593291010175,0.04445808061531612,0.066600216286523,-0.7346186978476388,-0.2793874570301601,0.26152732908459647,-0.21943546831607819,-0.34393842624766485,0.44145151294235674,0.6937618766512189,0.04474469593593052,-0.1747683882713318,-0.14031519527946199,0.07399272280079978,-0.04559850479875292,0.3690068615334375,0.40009831317833494,0.14997833115713938,0.18776469411594526,-0.16828998497554234,-0.3799119314977101,0.22046650892921857,-0.2721547782421112,-0.5658750576632363,-0.0770070765699659,0.2839064321347645,0.3044295310974121,-0.07784445211291313,-0.022570431232452393,0.06700490707797664,0.08500810499702181,0.6797530906541007
ERR2172363,1,0.4996953950529652,0.9423362527574811,0.5665304362773895,-0.3536270848874535,0.30852798745036125,-0.6106191171067101,-0.027212198291506087,-0.3926597298788173,-0.11625725709434066,0.1267288007906505,0.08540598196642739,-0.413729456652488,-0.5406297849757331,0.21849695593118668,-0.018906531589371816,0.08625530025788716,-0.6892239366258893,0.1545426845550537,0.16590817272663116,-0.07361248135566711,-0.044579709214823585,0.5011660328933171,0.22437110064285143,-0.27963900193572044,0.14055296246494567,0.1464015543460846,-0.0006247482129505702,0.04912171938589641,0.4599050006696156,-0.6045151480606624,0.3136956989765167,-0.2878416989530836,0.7038022098796708,0.21327430222715651,0.4724022357591561,-0.08178335521370173,0.26946788653731346,-0.7776496069771903,0.05418712220021656,0.29695360149656025,0.21058222225734166,0.14896836238248007,-0.13116653902190073,-0.5071717367640564,-0.5720248754535403,-0.17188883679253714,0.009234926530293055,0.21635283742632186,0.1095596466745649,0.4937878219144685,-0.18773886348520005,-0.35452847821371897,-0.6570834655846868,-0.1252788667167936,-0.1946023479104042,0.1258828831570489,-0.302114021565233,0.05670104707990374,0.20214843324252538,-0.7633473340954099,0.2058812826871872,0.4239865690469742,-0.28257315499441965,0.0438103335244315,-0.6164259926549026,0.6147579564047712,0.060915861810956685,-0.513767737363066,0.0736103825869837,0.02687237731048039,0.10565898248127528,-0.771135538816452,-0.30453952295439585,0.22063095654760087,-0.1543238524879728,-0.3110261538199016,0.49390923338277,0.6265511725630079,0.05600505428654807,-0.15378388975347793,-0.14049171762807028,0.09921170558248248,0.015568305339132036,0.37311180361679624,0.37568550018061486,0.29197592181818827,0.23137457455907548,-0.11458384564944676,-0.3377176970243454,0.18232778353350504,-0.34395443967410494,-0.5949392191001347,-0.06329480239323207,0.2643397258860724,0.2262840781893049,-0.08143624769789833,-0.06757537381989616,-0.02560106132711683,0.03159507843000548,0.611243548137801
ERR2172364,1,0.47685159742832184,0.9285417965480259,0.58192577958107,-0.3761981331876346,0.30236633314884137,-0.6125811040401459,-0.018906648669924055,-0.369538168822016,-0.11038492886083466,0.13872653086270606,0.08544464356132916,-0.43247453841779915,-0.5145294538566044,0.2188758131648813,-0.02131239856992449,0.034360447100230625,-0.6562686349664416,0.16229919024876185,0.15009459746735437,-0.06248531597001212,0.011121963816029685,0.41927254625729155,0.21568617331130163,-0.24885683453508786,0.09918504101889473,0.11670894707952227,0.011371220861162459,0.05664643858160291,0.40500321984291077,-0.6209874195711953,0.32764612776892527,-0.24825701543263026,0.7125446472450027,0.20561629480549268,0.5067301614742193,-0.03339191526174545,0.2704852425626346,-0.7953481461320605,0.05785952295575823,0.29703153669834137,0.13408306134598597,0.13205142545380763,-0.1337657304746764,-0.5075713044830731,-0.5369703865477017,-0.1659210372184004,0.042800537177494595,0.22319082277161734,0.07150101235934667,0.4699617251753807,-0.16110513252871378,-0.31451279137815746,-0.6663816807059837,-0.10242597758769989,-0.17863918095827103,0.14786698083792413,-0.3314026040690286,-0.025828365768705095,0.1588055587240628,-0.7550385615655354,0.17897361091205052,0.450738896216665,-0.31750585990292685,0.04096586150782449,-0.5748078708669969,0.6396061235240528,0.05308295254196439,-0.4526360407471657,0.05625334448580231,0.024842292070388794,0.09992606086390358,-0.7489726798874992,-0.30057719349861145,0.23545908502170018,-0.18883171571152552,-0.3312632292509079,0.4718566345317023,0.6657016405037471,0.023100774203027998,-0.16505453629153116,-0.1214728227683476,0.0849510303565434,-0.023508399724960327,0.3661666065454483,0.4007853466485228,0.236552038363048,0.22944753297737666,-0.1107611528464726,-0.3531970168863024,0.2140417607235057,-0.29936976517949787,-0.5907431159700666,-0.07621489252362933,0.28060058371296953,0.2538468028817858,-0.08376395170177732,-0.03970405672277723,-0.004674345254898071,0.03989181188600404,0.6317520184176308
ERR2172365,1,0.4491094638194357,0.9100703597068787,0.6342422791889736,-0.3893707735197885,0.3388987248763442,-0.6118818308625903,0.005870410374232701,-0.35097397757428034,-0.1436184197664261,0.10193745751998254,0.0938775401030268,-0.4147903556669397,-0.5003929393632072,0.1984219348856381,-0.0028746330312320162,-0.012231209448405675,-0.6802485457488469,0.14998002988951548,0.17658687170062745,-0.07138655441147941,-0.020836801401206424,0.45789955130645205,0.2757231002407415,-0.2248295774417264,0.11639376683160663,0.12023404559918813,0.02811981418303081,0.060217052698135376,0.4744306802749634,-0.6090964036328452,0.3443134618656976,-0.2772034321512495,0.696849447275911,0.19783056953123637,0.47767703847161364,-0.04335114359855652,0.2564080570425306,-0.7036495975085667,0.06150186274732862,0.28651068040302824,0.06377629243901797,0.13657795637845993,-0.1186046302318573,-0.5396285578608513,-0.6072714661381075,-0.14266148582100868,0.05487246811389923,0.18241014650889806,0.0379744895866939,0.5094901727778571,-0.19450608960219792,-0.3223859518766403,-0.6881830543279648,-0.13162083072321756,-0.15083715532507216,0.22557643481663295,-0.3305103065712111,0.06059440863983972,0.1254175885447434,-0.7616341369492667,0.21431861179215567,0.4393422022195799,-0.33029475808143616,0.022102939231055125,-0.6133120294128146,0.6558769377214568,0.06046952839408602,-0.46649360018117086,0.07047897397673555,0.0472316039460046,0.11967333086899348,-0.7498282492160797,-0.2683593375342233,0.20089638765369142,-0.17993774903672083,-0.38945478413786205,0.4294611396534102,0.6571155658790043,0.0496474163872855,-0.135572150349617,-0.09836011805704661,0.08058429615838188,-0.003938983593668256,0.30748157309634344,0.34922308900526594,0.19578260609081813,0.2363265050309045,-0.11877111026218959,-0.32789510062762667,0.2025795698698078,-0.3240766440119062,-0.5231776407786778,-0.07811249153954643,0.28854817524552345,0.26693794557026457,-0.06928554762687002,-0.05620012751647404,-0.03140007810933249,0.021455959283879826,0.6476056958947863
ERR2172366,1,0.38719699212483,0.9920326897076198,0.5675161523478371,-0.3961091956921986,0.2176928339259965,-0.5821046871798379,0.006096375840050834,-0.3467475338173764,-0.13997923582792282,0.1654090370450701,0.041168478450604847,-0.4231562295130321,-0.44528150132724215,0.22109462347413814,-0.021480449608394077,0.005745910374181611,-0.6034403273037502,0.22778635365622385,0.13392277940043382,-0.021074741014412472,0.06557033423866544,0.306432267917054,0.190093796434147,-0.26135068759322166,0.056803337165287564,0.07558364953313555,0.037650770374706814,0.029547000902571847,0.3484912983008793,-0.6015065142086574,0.2786328348198107,-0.20136150291987828,0.7191883900335857,0.1865078822842666,0.5047153479286602,0.03876574656793049,0.2224872758878129,-0.7648412947143827,0.042688388909612386,0.28558882432324545,-0.0044955531401293615,0.1202375984617642,-0.08699144848755427,-0.521723812179906,-0.484620600938797,-0.1579848054264273,0.09557945600577764,0.2639403204832758,0.08320695161819458,0.4259651606636388,-0.13821697660854884,-0.2885237527745111,-0.6515842218484197,-0.020361040319715227,-0.15369446043457305,0.16849851501839502,-0.384865260549954,-0.10963607685906547,0.09421284922531672,-0.7613910926239831,0.10588361535753522,0.4871299649987902,-0.32461198419332504,0.09780516794749669,-0.5218924286642245,0.6469668397413832,0.05617064982652664,-0.4131719768047333,0.011317547942910875,0.04894450732639858,0.08551161204065595,-0.7325378251927239,-0.2704827870641436,0.2336490435658821,-0.20845476857253484,-0.3351827881165913,0.46066160074302126,0.6650892751557487,0.016190575701849803,-0.20448340049811772,-0.15854650948728835,0.0704615946326937,-0.03456920811108181,0.375295700771468,0.3873651921749115,0.11373952031135559,0.1437359345810754,-0.17114466003009252,-0.3817700168916157,0.23282982302563532,-0.24991188304764883,-0.5612440854310989,-0.056769021919795444,0.31739009065287455,0.34940210410526823,-0.10435118739094053,0.016779099191938127,0.0718753460262503,0.08811067044734955,0.6673960941178458
