otu,mean_rank,mean_abs,mean_signed
JX048342.1.1227,1.0,0.00903500253079873,-0.00903500253079873
EF071253.1.1234,2.0,0.008301491432631819,-0.008301491432631819
DQ809255.1.1206,3.0,0.00812613449441816,-0.00812613449441816
EF519868.1.1382,4.0,0.008073437939545866,0.008073437939545866
FJ364454.1.1206,5.0,0.0072975280749299955,-0.0072975280749299955
JQ455365.1.1268,6.0,0.006238328422546616,-0.006238328422546616
DQ795411.1.1205,7.0,0.006190663827662403,0.006190663827662403
JX048356.1.1310,8.0,0.005091539941567885,0.005091539941567885
FJ363488.1.1201,9.0,0.004861852572161544,-0.004861852572161544
DQ800211.1.1202,10.0,0.0048380863116026995,-0.0048380863116026995
DQ793742.1.1312,11.0,0.004783658705045757,-0.004783658705045757
DQ797636.1.1248,12.0,0.004717929153222252,-0.004717929153222252
GQ492203.1.1207,13.0,0.004620500347957994,0.004620500347957994
FJ032391.1.1254,14.0,0.0042539173768226446,-0.0042539173768226446
AY985764.1.1362,15.0,0.004238244815772234,0.004238244815772234
LARF01000109.1.1225,16.0,0.004220097463961075,-0.004220097463961075
GQ133046.1.1200,17.0,0.0040175462059921585,-0.0040175462059921585
FJ364934.1.1401,18.0,0.004006186468720867,0.004006186468720867
FJ365668.1.1209,19.0,0.0039022560999434426,-0.0039022560999434426
FJ558430.1.1233,20.0,0.003899754295320318,0.003899754295320318
DQ808173.1.1266,21.0,0.003614055532500435,0.003614055532500435
HQ754370.1.1215,22.0,0.003477907296440361,-0.003477907296440361
KJ412985.1.1234,23.0,0.00338499441091084,0.00338499441091084
AY850463.1.1224,24.0,0.0033476643781055896,-0.0033476643781055896
FJ363449.1.1364,25.0,0.0031651208132183564,-0.0031651208132183564
ABIY02000114.1.1263,26.0,0.0031147304257099283,-0.0031147304257099283
DQ799352.1.1291,27.0,0.003099169718783248,-0.003099169718783248
DQ803256.1.1283,28.0,0.0029284445932875104,0.0029284445932875104
DQ794929.1.1287,29.0,0.0028801600932792737,-0.0028801600932792737
AY911443.1.1200,30.0,0.0026896818825057037,0.002682492387252889
