SampleID,TrueLabel,PredictedProbability
ERR475468,0.0,0.47
ERR475469,0.0,0.548
ERR475470,0.0,0.522
ERR475471,0.0,0.396
ERR475473,0.0,0.33
ERR475474,0.0,0.57
ERR475476,0.0,0.608
ERR475477,0.0,0.442
ERR475478,0.0,0.52
ERR475480,0.0,0.416
ERR475481,0.0,0.45
ERR475482,1.0,0.728
ERR475483,0.0,0.5
ERR475484,0.0,0.562
ERR475485,0.0,0.53
ERR475486,0.0,0.466
ERR475487,0.0,0.58
ERR475488,0.0,0.37
ERR475491,0.0,0.418
ERR475492,0.0,0.338
ERR475493,1.0,0.41
ERR475494,0.0,0.506
ERR475495,0.0,0.414
ERR475497,0.0,0.418
ERR475499,0.0,0.644
ERR475500,1.0,0.742
ERR475501,1.0,0.662
ERR475503,0.0,0.566
ERR475504,0.0,0.584
ERR475508,0.0,0.526
ERR475509,1.0,0.764
ERR475512,0.0,0.53
ERR475513,1.0,0.624
ERR475514,0.0,0.486
ERR475515,1.0,0.582
ERR475516,1.0,0.61
ERR475517,0.0,0.608
ERR475519,0.0,0.712
ERR475520,1.0,0.562
ERR475521,1.0,0.642
ERR475522,0.0,0.43
ERR475523,0.0,0.626
ERR475524,0.0,0.67
ERR475525,0.0,0.486
ERR475526,0.0,0.61
ERR475527,1.0,0.668
ERR475529,1.0,0.744
ERR475531,1.0,0.668
ERR475532,1.0,0.578
ERR475533,1.0,0.642
ERR475534,0.0,0.552
ERR475539,1.0,0.674
ERR475540,1.0,0.726
ERR475541,1.0,0.662
ERR475545,0.0,0.578
ERR475547,1.0,0.698
ERR475548,1.0,0.46
ERR475549,0.0,0.448
ERR475550,0.0,0.57
ERR475553,1.0,0.58
ERR475555,1.0,0.596
ERR475557,1.0,0.662
ERR475560,1.0,0.532
ERR475562,0.0,0.56
ERR475563,0.0,0.594
ERR475564,0.0,0.482
ERR475565,0.0,0.42
ERR475566,0.0,0.436
ERR475567,0.0,0.578
ERR475568,1.0,0.648
ERR475569,1.0,0.678
ERR475570,0.0,0.46
ERR475571,0.0,0.574
ERR475572,0.0,0.62
ERR475573,1.0,0.662
ERR475574,0.0,0.622
ERR475575,0.0,0.626
ERR475576,1.0,0.758
ERR475577,1.0,0.594
ERR475578,1.0,0.656
ERR475579,1.0,0.734
ERR475580,1.0,0.588
ERR475581,1.0,0.572
ERR475582,1.0,0.714
ERR475585,1.0,0.728
ERR475586,1.0,0.578
ERR475588,1.0,0.522
ERR475589,1.0,0.64
ERR475591,1.0,0.696
ERR475592,1.0,0.65
ERR475594,1.0,0.556
