AAAA02020714.1.1202 233
AABY01000498.6.1303 256
AAFJ01000001.39328.40836 111
AAPY01395728.1.1201 744
AAPY01395744.36.1258 290
AAQK01001555.694.2198 181
AAQK01003909.1492.2988 535
AATC01000018.2.1513 138
AATF01002564.10.1217 332
AAXA02000007.1.1294 2071
AB002518.1.1416 144
AB006120.1.1355 276
AB006125.1.1294 186
AB006127.1.1290 110
AB006769.1.1456 140
AB008514.1.1214 316
AB008531.1.1246 797
AB009222.1.1414 245
AB011816.1.1463 162
AB012207.1.1299 158
AB012589.1.1484 198
AB022925.1.1450 949
AB023972.1.1377 876
AB023973.1.1445 155
AB027362.1.1386 277
AB030220.1.1486 839
AB034121.1.1264 139
AB036759.1.1480 778
AB062283.1.1345 188
AB064919.1.1492 831
AB071950.1.1341 434
AB071953.1.1312 200
AB074617.1.1332 206
AB088984.1.1396 140
AB108825.1.1490 128
AB128872.1.1589 109
AB174795.1.1258 268
AB176365.1.1240 156
AB182483.1.1494 192
AB185742.1.1529 350
AB185776.1.1501 105
AB185810.1.1527 150
AB192177.1.1438 175
AB200414.1.1491 190
AB214328.1.1484 122
AB218288.1.1449 383
AB218300.1.1457 118
AB218322.1.1456 954
AB218324.1.1551 113
AB218325.1.1438 2894
AB218332.1.1445 363
AB218334.1.1446 732
AB218338.1.1457 1369
AB220083.1.1360 140
AB221358.1.1238 169
AB222699.1.1485 154
AB231038.1.1365 121
AB233029.1.1493 133
AB234418.1.1355 131
AB234447.1.1351 170
AB234451.1.1349 115
AB234463.1.1349 226
AB234520.1.1316 283
AB234524.1.1350 127
AB234525.1.1348 432
AB237713.1.1455 102
AB238924.1.1486 1667
AB238927.1.1486 731
AB238928.1.1492 98
AB241130.1.1446 139
AB243992.1.1538 109
AB255081.1.1485 119
AB259061.1.1545 106
AB261128.1.1492 2703
AB264066.1.1465 529
AB264069.1.1447 1142
AB264073.1.1456 2061
AB264082.1.1445 6289
AB264126.1.1422 110
AB266102.1.1428 3558
AB267809.1.1461 149
AB270083.1.1322 205
AB272322.1.1204 127
AB272335.1.1200 8938
AB272364.1.1268 148
AB272373.1.1283 112
AB286023.1.1473 182
AB288920.1.1350 129
AB294138.1.1215 128
AB300988.1.1342 21650
AB300989.1.1489 1192
AB331897.1.1481 3686
AB365975.1.1498 133
AB370249.1.1521 198
AB374136.1.1447 185
AB425276.1.1515 148
AB425929.1.1502 110
AB438958.1.1532 179
AB443948.1.1484 965
AB443949.1.1486 6222
AB444081.1.1207 780
AB470329.1.1491 395
AB470343.1.1485 113
AB480534.1.1481 158
AB487517.1.1356 211
AB487690.1.1322 190
AB490801.1.1479 15754
AB490804.1.1482 128
AB490806.1.1463 227
AB490809.1.1497 4394
AB490810.1.1469 827
AB490811.1.1610 1810
AB491209.1.1485 165
AB491210.1.1485 4199
AB491723.1.1422 224
AB494814.1.1500 966
AB505075.1.1496 166
AB506139.1.1558 143
AB506166.1.1495 544
AB506172.1.1523 169
AB506185.1.1506 498
AB506188.1.1515 116
AB506192.1.1523 255
AB506199.1.1508 394
AB506227.1.1518 4894
AB506232.1.1522 145
AB506250.1.1525 894
AB506253.1.1527 831
AB506266.1.1511 248
AB506279.1.1563 1932
AB506315.1.1513 228
AB506348.1.1522 219
AB506360.1.1531 148
AB506361.1.1516 1424
AB506369.1.1506 170
AB506371.1.1509 276
AB506372.1.1510 411
AB506381.1.1523 410
AB506382.1.1509 751
AB506388.1.1517 1572
AB506413.1.1616 139
AB506424.1.1522 1039
AB506558.1.1496 414
AB506573.1.1493 299
AB506579.1.1499 119
AB506623.1.1506 459
AB507168.1.1517 208
AB507643.1.1557 125
AB507661.1.1539 136
AB509211.1.1451 1011
AB510707.1.1473 1143
AB510708.1.1476 203
AB512047.1.1509 501
AB521998.1.1477 199
AB525415.1.1503 1577
AB530190.1.1489 269
AB536776.1.1509 124
AB538433.1.1488 1045
AB547648.1.1487 160
AB547649.1.1485 5193
AB547651.1.1480 540
AB547668.1.1490 429
AB547670.1.1491 350
AB547672.1.1495 1384
AB547673.1.1490 128
AB547674.1.1479 216
AB547676.1.1493 5160
AB547677.1.1479 1548
AB547682.1.1492 167
AB547683.1.1480 181
AB547696.1.1280 1895
AB547703.1.1492 172
AB547706.1.1493 137
AB548674.1.1491 146
AB554230.1.1487 140
AB554231.1.1489 268
AB554233.1.1486 148
AB558171.1.1473 433
AB558487.1.1504 2025
AB559618.1.1515 1168
AB559621.1.1499 132
AB566418.1.1473 385
AB571656.1.1493 155
AB574479.1.1484 102
AB574480.1.1486 249
AB574481.1.1484 180
AB574482.1.1489 155
AB595132.1.1457 270
AB595135.1.1467 685
AB595138.1.1492 629
AB598741.1.1413 291
AB601001.1.1469 339
AB606256.1.1495 1361
AB606284.1.1481 156
AB606308.1.1509 630
AB606352.1.1486 500
AB606378.1.1511 1191
AB606383.1.1494 290
AB606384.1.1479 225
AB606399.1.1479 1761
AB608051.1.1488 212
AB612796.1.1482 169
AB614872.1.1469 136
AB616133.1.1466 103
AB616155.1.1470 6273
AB616299.1.1516 113
AB618996.1.1275 134
AB626049.1.1495 141
AB626897.1.1485 259
AB626907.1.1496 4228
AB626919.1.1479 2799
AB626927.1.1498 182
AB626931.1.1494 114
AB626948.1.1493 113
AB627586.1.1525 110
AB627676.1.1520 232
AB627687.1.1526 243
AB636945.1.1426 100
AB638860.1.1489 120
AB639144.1.1469 1874
AB649277.1.1490 255
AB662961.1.1419 145
AB678451.1.1353 354
AB680374.1.1442 227
AB680533.1.1482 308
AB680534.1.1414 310
AB680625.1.1447 512
AB680681.1.1443 418
AB681219.1.1466 363
AB681297.1.1474 116
AB681369.1.1472 186
AB681574.1.1283 258
AB681920.1.1462 119
AB693143.1.1405 318
AB696394.1.1357 107
AB697157.1.1394 504
AB698720.1.1455 123
AB700379.1.1452 237
AB702721.1.1496 122
AB702729.1.1497 128
AB702751.1.1405 259
AB702753.1.1392 187
AB702756.1.1405 558
AB702765.1.1492 375
AB702766.1.1491 403
AB702771.1.1395 511
AB702802.1.1393 1515
AB702839.1.1406 108
AB702870.1.1395 411
AB702884.1.1495 104
AB702916.1.1364 341
AB733112.1.1328 23343
AB735688.1.1201 207
AB739697.1.1442 1229
AB741661.1.1324 337
AB741662.1.1324 154
AB741663.1.1324 495
AB741665.1.1324 110
AB741688.1.1324 1248
AB741690.1.1324 447
AB741696.1.1324 522
AB742106.1.1431 103
AB746750.1.1530 130
AB746810.1.1518 196
AB749382.1.1389 234
AB772259.1.1253 149
AB775005.1.1253 1476
AB780934.1.1454 477
AB819042.1.1224 275
AB821767.1.1524 610
AB821808.1.1525 172
AB822953.1.1572 173
AB824383.1.1515 113
AB824585.1.1514 231
AB824647.1.1509 142
AB826025.1.1593 118
AB849349.1.1221 263
AB855773.1.1512 249
AB861981.1.1489 206
AB874571.1.1447 1018
AB910337.1.1492 318
AB916501.1.1486 909
AB920828.1.1412 466
AB930590.1.1483 177
AB934524.1.1365 222
AB934533.1.1365 107
AB934596.1.1362 166
AB934611.1.1394 136
AB934632.1.1349 2637
AB934705.1.1348 102
AB934715.1.1349 269
AB934716.1.1353 293
AB934726.1.1341 1540
AB934730.1.1351 101
AB934731.1.1350 310
AB934732.1.1349 167
AB934744.1.1341 116
AB934775.1.1342 553
AB934779.1.1351 3556
AB934796.1.1350 412
AB934798.1.1350 170
AB934800.1.1322 215
AB934801.1.1351 773
AB934802.1.1340 176
AB934822.1.1349 118
AB934830.1.1348 853
AB934837.1.1365 211
AB934839.1.1350 162
AB934852.1.1327 1797
AB934853.1.1327 13450
AB934872.1.1350 1858
AB934882.1.1351 112
AB936635.1.1441 117
AB969320.1.1524 2391
AB969372.1.1521 201
AB969380.1.1523 632
AB969399.1.1506 285
AB969443.1.1542 204
AB969596.1.1523 109
AB969601.1.1522 150
AB969619.1.1529 114
AB971869.1.1245 519
ABCA03000037.60092.61588 150
ABDV01000025.23975.25492 139
ABDX01000067.78.1390 288
ABEZ02000012.1768.3258 180
ABEZ02000015.506.1996 836
ABGD02000021.1868.3380 212
ABIK02000013.103269.104574 34705
ABIY02000114.1.1263 24244
ABJL02000007.1225076.1226586 1092
ABOU02000049.4536.6056 261
ABQC02000019.758957.760260 25416
ABQR01000074.101.1610 150
ABWK02000005.70.1618 656
ABWK02000010.137802.139350 905
ABWL02000011.84303.85559 1093
ABWN01000012.312.1822 141
ABXI02000116.1.1285 17392
AC145820.26622.28093 113
ACBX02000025.1.1217 30385
ACBZ01000217.267.1788 1574
ACCF01000268.3369.4627 33204
ACCJ01000522.48.1565 469
ACCK01000460.1.1313 1318
ACDP02000005.388.1906 13771
ACFE01000007.338.1763 303
ACGI01000130.79.1442 103
ACGV01000168.71.1473 754
ACIP02000003.114175.115697 356
ACKS01000100.344.1864 103
ACKT01000055.15.1310 622
ACLA01000028.1.1216 488
ACON01000003.712136.713636 590
ACTH01000059.589.2110 257
ACUX02000006.1.1301 1118
ADBC01000153.367.1631 107
ADFR01000011.3460.4852 1381
ADGI01000045.4219.5736 102
ADLN01000129.202.1639 107
AE000513.2467934.2469435 419
AE015928.3034714.3036195 188
AEON01000002.393494.395009 1347
AEUH01000060.4040.5574 145
AF000221.1.1418 122
AF010252.1.1373 846
AF023052.1.1471 110
AF032127.1.1469 156
AF035054.1.1416 125
AF047850.1.1200 346
AF061347.1.1502 144
AF072471.1.1420 109
AF073448.1.1435 455
AF101240.1.1465 354
AF109792.1.1461 232
AF114470.1.1632 102
AF125590.1.1459 213
AF125593.1.1421 104
AF127912.1.1614 244
AF129443.1.1436 228
AF129444.1.1436 368
AF129868.1.1462 137
AF132232.1.1493 4271
AF132261.1.1437 615
AF132263.1.1446 125
AF132270.1.1279 19190
AF132280.1.1277 50482
AF132281.1.1427 890
AF132283.1.1280 7200
AF132284.1.1359 171
AF142062.1.1430 141
AF143835.1.1303 338
AF145752.1.1280 745
AF153858.1.1349 34576
AF175281.1.1339 497
AF175403.1.1471 168
AF186072.1.1492 153
AF192152.1.1542 4742
AF206305.1.1461 173
AF207074.1.1392 161
AF231131.1.1494 905
AF233876.1.1443 183
AF251035.1.1484 207
AF253365.1.1402 114
AF275894.1.1267 9693
AF287762.1.1511 331
AF287769.1.1493 1069
