SampleID,TrueLabel,PredictedProbability
ERR1368881,1,0.41
ERR1368886,1,0.598
ERR1368887,1,0.478
ERR1368888,1,0.368
ERR1368889,1,0.404
ERR1368896,1,0.376
ERR1368897,1,0.424
ERR1368903,1,0.594
ERR1368906,1,0.496
ERR1368909,1,0.336
ERR1368913,1,0.396
ERR1368914,1,0.482
ERR1368915,1,0.516
ERR1368919,1,0.488
ERR1368921,1,0.406
ERR1368923,1,0.394
ERR1368925,1,0.46
ERR1368930,1,0.444
ERR1368933,1,0.508
ERR1368935,1,0.512
ERR1368936,1,0.606
ERR1368937,1,0.546
ERR1368938,1,0.592
ERR1368940,1,0.506
ERR1368950,1,0.53
ERR1368952,1,0.62
ERR1368955,1,0.416
ERR1368956,1,0.546
ERR1368958,1,0.6
ERR1368959,1,0.58
ERR1368961,1,0.52
ERR1368962,1,0.438
ERR1368966,1,0.576
ERR1368967,1,0.462
ERR1368968,1,0.514
ERR1368970,0,0.372
ERR1368971,0,0.524
ERR1368972,0,0.414
ERR1368973,0,0.456
ERR1368980,1,0.49
ERR1368986,1,0.446
ERR1368987,1,0.536
ERR1368992,1,0.614
ERR1368994,1,0.62
ERR1368996,1,0.526
ERR1368999,1,0.6
ERR1369009,1,0.532
ERR1369013,1,0.304
ERR1369023,1,0.662
ERR1369025,1,0.578
ERR1369026,1,0.502
ERR1369027,1,0.45
ERR1369029,1,0.52
ERR1369038,0,0.424
ERR1369045,1,0.582
ERR1369046,1,0.56
ERR1369064,1,0.56
ERR1369067,1,0.468
ERR1369068,1,0.64
ERR1369074,1,0.582
ERR1369077,1,0.734
ERR1369080,1,0.514
ERR1369081,1,0.614
ERR1369082,1,0.466
ERR1369083,1,0.618
ERR1369084,1,0.508
ERR1369085,1,0.638
ERR1369086,1,0.458
ERR1369087,1,0.638
ERR1369088,1,0.52
ERR1369089,1,0.618
ERR1369093,1,0.366
ERR1369094,1,0.29
ERR1369095,1,0.346
ERR1369096,1,0.58
ERR1369097,1,0.49
ERR1369100,1,0.332
ERR1369101,1,0.352
ERR1369104,1,0.388
ERR1369108,0,0.458
ERR1369109,0,0.542
ERR1369113,1,0.534
ERR1369114,1,0.606
ERR1369122,1,0.456
ERR1369128,1,0.5
ERR1369129,1,0.588
ERR1369131,1,0.35
ERR1369159,1,0.484
ERR1369160,1,0.646
ERR1369161,1,0.454
ERR1369162,1,0.478
ERR1370265,1,0.532
ERR1370267,1,0.334
ERR1370277,1,0.44
ERR1370283,1,0.422
ERR1370291,0,0.528
ERR1370292,0,0.476
ERR1370293,1,0.644
ERR1370296,0,0.622
ERR1370299,0,0.538
ERR1370303,0,0.378
ERR1370306,0,0.354
ERR1370309,1,0.608
ERR1370313,1,0.472
ERR1370323,0,0.62
ERR1370326,0,0.356
ERR1370336,0,0.488
ERR1370338,0,0.316
ERR1370339,0,0.408
ERR1370342,0,0.374
ERR1370344,1,0.438
ERR1370353,0,0.46
ERR1370357,1,0.494
ERR1370359,1,0.482
ERR1370361,0,0.462
ERR1370362,0,0.438
ERR1370363,0,0.41
ERR1370372,1,0.662
ERR1370373,0,0.332
ERR1370377,1,0.484
ERR1370379,1,0.418
ERR1370381,0,0.448
ERR1370382,0,0.44
ERR1370385,0,0.494
ERR1370386,1,0.398
ERR1370389,1,0.488
ERR1370435,1,0.566
ERR1370439,0,0.56
ERR1370440,1,0.58
ERR1370441,0,0.348
ERR1370449,0,0.44
ERR1370463,1,0.642
ERR1370471,1,0.612
ERR1370477,1,0.596
ERR1370479,0,0.394
ERR1370488,1,0.602
ERR1370492,0,0.516
ERR1370493,0,0.52
ERR1370495,1,0.52
ERR1370505,0,0.514
ERR1370515,1,0.46
ERR1370516,0,0.502
ERR1370524,1,0.428
